,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY
17429,131951979,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,,1697 BROADWAY FL 10 # 1001,NEW YORK,NY,10019-5944,10019.0,,A32Z,6.0,0.0,197610.0,5.0,8.0,205.0,0.0,0.0,6.0,2.0,2.0,1.0,10.0,3005.0,201208,2012,2011,2011,6.0,0,5174054,11526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,17960.0,5203540.0,5203540.0,5203540.0,443596.0,780740.0,86018.0,0.0,4063115,1140425.0,,4837852.0,6074160,0.0,0.0,0.0,0.0,0.0,709774.0,805657,0.0,0.0,4128078.0,5268503,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201108.0,2011.0,93.0,0.0,3913119.0,0.0,9203.0,0.0,0.0,0.0,0.0,0.0,15798.0,3938120.0,3193411.0,744709.0,396636.0,574154.0,63202.0,0.0,93,131951979_201208_990O,IN,,131951979201208,1319519792012,A0332,A,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,1,AR,AR,AR,0.48011000000000004,A,813920.0,-73.977723831,40.764542746,0,rtf2013_990_VER,67375,
18666,131956457,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,1503 NY LOC NYC METRO MUSEUM OF ART,1000 FIFTH AVENUE,NEW YORK,NY,10028-0113,10028.0,CHRISTOPHE D BOYNTON,,5.0,0.0,196004.0,5.0,12.0,263.0,59.0,264.0,9.0,3.0,2.0,1.0,10.0,1381.0,201212,2012,2012,2012,5.0,0,451776,328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,452104.0,452104.0,452104.0,0.0,18505.0,2269.0,0.0,446882,5222.0,,226421.0,231959,0.0,0.0,0.0,0.0,0.0,9421.0,9737,0.0,0.0,217000.0,222222,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201112.0,2011.0,93.0,0.0,432229.0,0.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,433439.0,420519.0,12920.0,0.0,17904.0,1876.0,0.0,93,131956457_201212_990O,IN,,131956457201212,1319564572012,A50,A,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,1,AR,AR,AR,0.38505,A,712110.0,-73.9628,40.778465999999995,0,rtf2013_990_VER,71461,
19174,131815385,NATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES,NEW YORK CHAPTER,1375 BROADWAY AT 37TH,NEW YORK,NY,10018-0000,10018.0,JACQUELINE GONZALEZ,,6.0,0.0,197610.0,5.0,8.0,205.0,0.0,0.0,9.0,2.0,2.0,1.0,10.0,3005.0,201208,2012,2011,2011,6.0,139693,966248,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1106427.0,1106427.0,1106427.0,153788.0,109100.0,18250.0,0.0,863338,243089.0,,,909110,,0.0,,0.0,0.0,,112821,,0.0,,796289,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,131815385_201208_990O,IN,,131815385201208,1318153852012,A32,A,36061.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.26172,A,513120.0,-73.9967,40.7557,0,rtf2013_990_VER,73275,
19968,251580195,PIPE FABRICATION INDUSTRY COMMUNICATIONS AND PRODUCTIVITY FU,,511 AVE OF AMERICAS STE 601,NEW YORK,NY,10011-0000,10011.0,,,5.0,0.0,198811.0,2.0,3.0,559.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201303,2013,2012,2012,5.0,153600,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,153606.0,153606.0,153606.0,0.0,0.0,0.0,0.0,146621,6985.0,,93039.0,100024,0.0,0.0,0.0,0.0,0.0,0.0,0,93039.0,100024.0,93039.0,100024,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201203.0,2012.0,93.0,171900.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,171922.0,208027.0,-36105.0,0.0,0.0,0.0,0.0,93,251580195_201303_990,IN,,251580195201303,2515801952013,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.44391,A,510000.0,-73.9997,40.7409,0,rtf2013_990_VER,75870,
23072,116036702,NORTH CHANNEL YACHT CLUB INC,,1622 CHURCH RD,BROAD CHANNEL,NY,11693-1105,11693.0,,,7.0,0.0,195712.0,1.0,4.0,904.0,602.0,328.0,3.0,1.0,2.0,1.0,10.0,0.0,201304,2013,2012,2012,7.0,0,54298,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25964,16403,9561,90000.0,154063.0,154063.0,170466.0,0.0,0.0,0.0,0.0,76782,77281.0,,329875.0,403342,0.0,0.0,0.0,0.0,0.0,101216.0,97402,135932.0,213213.0,228659.0,305940,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201204.0,2012.0,93.0,0.0,59298.0,0.0,58.0,0.0,0.0,0.0,0.0,13783.0,0.0,73139.0,71461.0,1678.0,0.0,0.0,0.0,0.0,93,116036702_201304_990O,IN,,116036702201304,1160367022013,A32,A,36081.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.7168100000000001,A,513120.0,-73.818991,40.599963,0,rtf2013_990_VER,85330,
24486,132579031,PERIODICAL & BOOK ASSOCIATION OF AMERICA INC,,481 EIGHTH AVE STE 526,NEW YORK,NY,10001-1809,10001.0,,,6.0,0.0,196712.0,1.0,10.0,200.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201210,2012,2011,2011,6.0,148188,125094,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,393.0,273883.0,273883.0,273883.0,0.0,72616.0,5992.0,0.0,227146,46737.0,,285127.0,343130,0.0,0.0,0.0,0.0,0.0,11676.0,22942,273451.0,320188.0,273451.0,320188,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201110.0,2011.0,93.0,149340.0,127371.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,20371.0,297329.0,218199.0,79130.0,0.0,74000.0,6007.0,0.0,93,132579031_201210_990O,IN,,132579031201210,1325790312012,A33,A,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.28811,C,511100.0,-73.99334859999999,40.7526135,0,rtf2013_990_VER,90010,
27542,135156110,INDIA HOUSE INC,,1 HANOVER SQUARE,NEW YORK,NY,10004-2601,10004.0,,,7.0,0.0,193807.0,1.0,12.0,916.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201212,2012,2012,2012,7.0,0,247825,0,0.0,0.0,24861.0,0.0,24861.0,0.0,0.0,0.0,24861.0,0.0,24861.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8355,0,8355,3702.0,284743.0,284743.0,284743.0,0.0,126191.0,12355.0,0.0,1076925,-792182.0,,2967221.0,2350698,0.0,0.0,0.0,0.0,0.0,359294.0,559814,0.0,0.0,2607927.0,1790884,Y,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201112.0,2011.0,93.0,0.0,272491.0,0.0,3164.0,38732.0,0.0,1995135.0,0.0,8335.0,2969.0,2320826.0,732713.0,1588113.0,0.0,98089.0,9796.0,0.0,93,135156110_201212_990O,IN,,135156110201212,1351561102012,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.04585,C,710000.0,-74.0097198,40.7052495,0,rtf2013_990_VER,99110,
28871,261164518,WOODFIELD COLUMBIA PIKE ACQUISITION COMPANY,,PO BOX 5005,NEW YORK,NY,10163-5005,10163.0,CYNDI QUINTERO,Y19,25.0,0.0,201311.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201212,2012,2012,2012,25.0,0,1395760,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1395810.0,1395810.0,1395810.0,0.0,0.0,0.0,0.0,548121,847689.0,,,85258113,,0.0,,0.0,0.0,,310650,,3660936.0,,84947463,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,261164518_201212_990O,IN,,261164518201212,2611645182012,A60,A,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.3603,C,711100.0,,,0,rtf2013_990_VER,105857,
29356,954104212,CA ENTERTAINMENT & COMMUNICATION GUILD,,10917 72ND RD STE 6R,FOREST HILLS,NY,11375-5336,11375.0,,,9.0,0.0,198707.0,2.0,12.0,998.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,9.0,0,550000,1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,224023.0,775949.0,775949.0,775949.0,0.0,0.0,0.0,0.0,327904,448045.0,,3328360.0,3776405,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3328360.0,3776405,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201012.0,2010.0,93.0,0.0,407678.0,0.0,1816.0,0.0,0.0,0.0,0.0,0.0,-575841.0,-166347.0,985335.0,-1151682.0,0.0,0.0,0.0,0.0,93,954104212_201112_990O,IN,,954104212201112,9541042122011,A30,A,36081.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.71692,A,510000.0,,,0,rtf2013_990_VER,115035,
30409,132876085,GRAPHIC ARTISTS GUILD INC,,32 BROADWAY STE 1114,NEW YORK,NY,10004-1612,10004.0,,,5.0,0.0,199509.0,1.0,12.0,279.0,0.0,0.0,6.0,1.0,2.0,1.0,10.0,9262.0,201012,2010,2010,2010,5.0,152339,0,0,3723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18963.0,0,18830.0,0,133.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,246218,155997,90221,382117.0,628533.0,628533.0,803360.0,65384.0,59797.0,9151.0,0.0,522074,106459.0,,455725.0,555034,0.0,0.0,200000.0,200000.0,0.0,316325.0,306741,139400.0,248293.0,139400.0,248293,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,200912.0,2009.0,93.0,146395.0,0.0,0.0,4877.0,0.0,66.0,0.0,0.0,-18224.0,191411.0,324525.0,649038.0,-324513.0,74538.0,89023.0,11689.0,0.0,93,132876085_201012_990O,IN,,132876085201012,1328760852010,A99,A,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.44513,C,710000.0,-74.013352614,40.706262721,0,rtf2013_990_VER,118663,
32266,131520977,ART & ANTIQUE DEALERS LEAGUE OF AMERICA INC,,PO BOX 2066,NEW YORK,NY,10021-0052,10021.0,,,6.0,0.0,197601.0,1.0,9.0,119.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201209,2012,2011,2011,6.0,0,72538,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1448840.0,1521378.0,1521378.0,1521378.0,0.0,0.0,0.0,0.0,1554132,-32754.0,,136173.0,103167,0.0,0.0,0.0,0.0,0.0,252.0,0,0.0,0.0,135921.0,103167,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201109.0,2011.0,93.0,0.0,77675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564815.0,1642490.0,1586704.0,55786.0,0.0,0.0,0.0,0.0,93,131520977_201209_990O,IN,,131520977201209,1315209772012,A0380,A,36061.0,5602.0,5600.0,A038,A,O,O,AR,A,A,1,AR,AR,AR,0.70021,A,813920.0,-73.9597,40.768,0,rtf2013_990_VER,133110,
32756,133398825,ACTORS EQUITY HOLDING CORPORATION,,165 WEST 46TH STREET,NEW YORK,NY,10036-2501,10036.0,,,2.0,0.0,198712.0,1.0,3.0,912.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201203,2012,2011,2011,2.0,0,0,27,0.0,0.0,1240000.0,0.0,1240000.0,0.0,0.0,0.0,1240000.0,0.0,1240000.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0,1240327.0,1240327.0,1240327.0,0.0,0.0,0.0,0.0,11647,1228680.0,,2006119.0,2080799,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2006119.0,2080799,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201103.0,2011.0,93.0,0.0,0.0,0.0,18.0,840000.0,0.0,0.0,0.0,0.0,0.0,840018.0,6000.0,834018.0,0.0,0.0,0.0,0.0,93,133398825_201203_990O,IN,,133398825201203,1333988252012,A1965,A,36061.0,5602.0,5600.0,A196,A,O,O,AR,A,A,1,AR,AR,AR,0.77488,A,813219.0,-73.98419998,40.758259775999996,0,rtf2013_990_VER,136765,
32790,264547952,ACTORS EQUITY CHICAGO HOLDING CORP,,165 WEST 46TH STREET,NEW YORK,NY,10036-2501,10036.0,OFFICE OF THE COMPTROLLER,S47,2.0,0.0,201008.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,20.0,0.0,201203,2012,2011,2011,2.0,0,0,0,0.0,0.0,35968.0,0.0,35968.0,0.0,0.0,0.0,35968.0,0.0,35968.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,35968.0,35968.0,35968.0,0.0,0.0,0.0,0.0,372155,-336187.0,,6251236.0,6281819,0.0,0.0,0.0,0.0,0.0,0.0,6574,0.0,0.0,6251236.0,6275245,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201103.0,2011.0,93.0,0.0,0.0,0.0,0.0,11718.0,0.0,0.0,0.0,0.0,0.0,11718.0,155482.0,-143764.0,0.0,0.0,0.0,0.0,93,264547952_201203_990O,IN,,264547952201203,2645479522012,A1965,A,36061.0,5602.0,5600.0,A196,A,O,O,AR,A,A,1,AR,AR,AR,0.41528999999999994,A,813219.0,-73.98419998,40.75825978,0,rtf2013_990_VER,136993,
32793,132562532,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,,1501 BROADWAY,NEW YORK,NY,10036-5507,10036.0,,,6.0,0.0,196801.0,1.0,6.0,205.0,120.0,279.0,3.0,2.0,2.0,1.0,10.0,0.0,201206,2012,2011,2011,6.0,0,474938,4428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,479366.0,479366.0,479366.0,81200.0,118755.0,14408.0,0.0,513719,-34353.0,,256119.0,227382,0.0,0.0,0.0,0.0,0.0,798.0,6414,0.0,0.0,255321.0,220968,Y,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201106.0,2011.0,93.0,0.0,618377.0,0.0,6631.0,0.0,0.0,0.0,0.0,0.0,0.0,625008.0,597873.0,27135.0,84108.0,127768.0,18955.0,0.0,93,132562532_201206_990O,IN,,132562532201206,1325625322012,A70,A,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,1,AR,AR,AR,0.79764,A,710000.0,-73.986281,40.756661,0,rtf2013_990_VER,137023,
35440,130431735,AMERICAN GUILD OF VARIETY ARTISTS,,363 7TH AVE FL 17,NEW YORK,NY,10001-3904,10001.0,,,5.0,0.0,195711.0,5.0,3.0,263.0,0.0,0.0,2.0,3.0,2.0,1.0,10.0,0.0,201203,2012,2011,2011,5.0,0,873799,603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,55028.0,929430.0,929430.0,929430.0,22700.0,304985.0,24546.0,0.0,716995,212435.0,,1294658.0,1516794,0.0,0.0,0.0,0.0,0.0,25950.0,36151,1268708.0,1480643.0,1268708.0,1480643,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201103.0,2011.0,93.0,0.0,736512.0,0.0,1279.0,0.0,0.0,0.0,0.0,0.0,37680.0,775471.0,535246.0,240225.0,22700.0,248424.0,28006.0,0.0,93,130431735_201203_990O,IN,,130431735201203,1304317352012,A99,A,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.0916,C,710000.0,-73.9962255,40.7483282,0,rtf2013_990_VER,148902,
36467,136274650,NEW YORK WOMEN IN COMMUNICATIONS INC,,355 LEXINGTON AVE FL 15,NEW YORK,NY,10017-6603,10017.0,LYNN OSBORNE,S41,6.0,0.0,200302.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201205,2012,2011,2011,6.0,719829,261252,629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,94694.0,455251.0,-360557.0,0.0,0.0,0.0,94694,455251,-360557,0,0,0,0.0,621153.0,621153.0,1076404.0,0.0,0.0,0.0,0.0,570991,50162.0,,699855.0,673032,0.0,0.0,0.0,0.0,0.0,429573.0,352588,0.0,0.0,270282.0,320444,Y,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201105.0,2011.0,93.0,546480.0,292805.0,0.0,1164.0,0.0,0.0,0.0,-319340.0,0.0,6000.0,527109.0,563193.0,-36084.0,0.0,0.0,0.0,0.0,93,136274650_201205_990O,IN,,136274650201205,1362746502012,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.13965999999999998,A,510000.0,-73.9771474,40.7504571,0,rtf2013_990_VER,152947,
37185,262752840,CHAO CHIU ASSOCIATION INC,,207 CANAL ST FL 3,NEW YORK,NY,10013-4125,10013.0,,A20,4.0,0.0,200806.0,1.0,12.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,10.0,0.0,201212,2012,2012,2012,4.0,57420,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,57420.0,57420.0,57420.0,0.0,0.0,0.0,0.0,51315,6105.0,,77107.0,83212,0.0,0.0,0.0,0.0,0.0,0.0,0,77107.0,83212.0,77107.0,83212,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201112.0,2011.0,93.0,45280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45280.0,38317.0,6963.0,0.0,0.0,0.0,0.0,93,262752840_201212_990O,IN,,262752840201212,2627528402012,A20,A,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,1,AR,AR,AR,0.22803,B,710000.0,-73.99874755,40.717687065,0,rtf2013_990_VER,155623,
37965,116102176,NATIONAL ASSOCIATION OF LETTER CARRIERS,0562 JAMAICA NEW YORK,10916 JAMAICA AVE,RICHMOND HILL,NY,11418-2334,11418.0,GT KLOPFER,,5.0,0.0,194409.0,5.0,12.0,263.0,264.0,279.0,9.0,3.0,2.0,1.0,10.0,685.0,201212,2012,2012,2012,5.0,200449,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,200449.0,200449.0,200449.0,84948.0,10460.0,18161.0,0.0,194330,6119.0,,66826.0,72945,0.0,0.0,0.0,0.0,0.0,0.0,0,66826.0,72945.0,66826.0,72945,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201112.0,2011.0,93.0,198599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198599.0,201039.0,-2440.0,103707.0,10010.0,23498.0,0.0,93,116102176_201212_990O,IN,,116102176201212,1161021762012,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.58825,A,710000.0,-73.83861808399999,40.69529137,0,rtf2013_990_VER,158534,
38439,131855535,CHILDRENS BOOK COUNCIL INC,,54 W 39TH ST FL 14,NEW YORK,NY,10018-3808,10018.0,,,6.0,0.0,195009.0,1.0,6.0,205.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201206,2012,2011,2011,6.0,0,659922,821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,38895.0,699638.0,699638.0,699638.0,127829.0,120088.0,20889.0,0.0,608745,90893.0,,491811.0,558019,0.0,0.0,0.0,0.0,0.0,354574.0,329889,0.0,0.0,137237.0,228130,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201106.0,2011.0,93.0,0.0,611694.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,39239.0,651386.0,571525.0,79861.0,123044.0,123470.0,21790.0,0.0,93,131855535_201206_990O,IN,,131855535201206,1318555352012,A33,A,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.9021399999999999,C,511100.0,-73.984169,40.752501,0,rtf2013_990_VER,160281,
39095,132857274,BOOK INDUSTRY STUDY GROUP INC,,145 W 45TH ST,NEW YORK,NY,10036-4063,10036.0,,A33E,6.0,0.0,197609.0,1.0,6.0,200.0,209.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201206,2012,2011,2011,6.0,0,989702,4454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,93.0,994249.0,994249.0,994249.0,206900.0,165430.0,26467.0,0.0,994484,-235.0,,415623.0,415388,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,415623.0,415388,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011co,201106.0,2011.0,93.0,0.0,876444.0,0.0,9925.0,0.0,0.0,0.0,0.0,0.0,11830.0,898199.0,1094395.0,-196196.0,258048.0,203311.0,22891.0,0.0,93,132857274_201206_990O,IN,,132857274201206,1328572742012,A0533,A,36061.0,5602.0,5600.0,A053,A,O,O,AR,A,A,1,AR,AR,AR,0.88515,A,541720.0,-73.97679208,40.75093932,0,rtf2013_990_VER,162815,
