,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY,DirSupEstimate,GovGtEstimate,GovGtCode,GovGtYr,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr
59572,133997265,ARTHUR AVILES TYPICAL THEATRE,,841 BARRETTO STREET,BRONX,NY,10474-5354,10474.0,CHARLES RICE-GONZALEZ,A65,3,15.0,200006.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,254110,37941,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10378.0,302429,302429,302429.0,45000.0,0.0,4225.0,0.0,281397,21032,0.0,151460.0,164896,0.0,0.0,0.0,0.0,0.0,21264.0,13668,0.0,0.0,130196.0,151228,N,0,0,0.0,0.0,7,1016606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,92.0,136853.0,15943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8105.0,160901.0,265049.0,-104148.0,0.0,0.0,0.0,0.0,93,133997265_201012_990,IN,,133997265201012,1339972652010,A65,A,36005.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.28386999999999996,B,711110.0,-73.890558972,40.8176135,0,NCCS_Form990_2012_Extract_Final,147188,,218151.0,35959,c4,2006,c4,2006.0,0.0,c4,2006
59618,743207334,COMMITTEE FOR GROUND ZERO MUSEUM WORKSHOP INC,,420 W 14TH ST 2ND FL,NEW YORK,NY,10014-1064,10014.0,GARY H SUSON,A50,3,15.0,200812.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,0,262243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,262243,262243,262243.0,11600.0,33538.0,6734.0,0.0,252745,9498,0.0,37437.0,46935,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,46935.0,37437.0,46935,N,0,0,0.0,0.0,7,116091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,92.0,0.0,209771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209771.0,202059.0,7712.0,0.0,0.0,0.0,0.0,93,743207334_201012_990,IN,,743207334201012,7432073342010,A50,A,36061.0,5602.0,5600.0,A50,A,PC,O,AR,A,A,1,AR,AR,AR,0.94276,A,712110.0,-74.00637056800001,40.741460584,0,NCCS_Form990_2012_Extract_Final,147296,,0.0,0,a,2010,a,2010.0,0.0,a,2010
59650,134057310,RADIO DIARIES INC,,169 AVENUE A,NEW YORK,NY,10009-4562,10009.0,JOE RICHMAN,A310,3,15.0,199912.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,651226,17166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2446.0,670838,670838,670838.0,82263.0,11251.0,6697.0,0.0,245236,425602,0.0,36766.0,465316,0.0,0.0,0.0,0.0,0.0,28937.0,31885,0.0,0.0,7829.0,433431,N,0,0,0.0,0.0,7,937051.0,0.0,0.0,9117.0,130852.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,92.0,75108.0,26800.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1324.0,103249.0,190473.0,-87224.0,0.0,0.0,0.0,0.0,93,134057310_201012_990,IN,,134057310201012,1340573102010,A31,A,36061.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.6918,A,512110.0,-73.98216500000001,40.728575,0,NCCS_Form990_2012_Extract_Final,147382,,558722.0,92504,c4,2005,c4,2005.0,0.0,c4,2005
59698,133862422,CHASHAMA INC,,ONE BRYANT PARK,NEW YORK,NY,10036-0000,10036.0,ROYAL REALTY CORP,A600,3,15.0,199605.0,1.0,6.0,995.0,88.0,119.0,3.0,2.0,1.0,1.0,10.0,0.0,201106,2011,2010,2010,3.0,566435,207291,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,773961,773961,773961.0,0.0,204182.0,0.0,0.0,839488,-65527,-31581.0,176765.0,197923,0.0,0.0,0.0,0.0,0.0,106601.0,224867,0.0,0.0,70164.0,-26944,N,0,0,0.0,0.0,7,2563602.0,0.0,0.0,3527.0,730183.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,93.0,452418.0,179880.0,0.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,632827.0,797808.0,-164981.0,0.0,235554.0,0.0,0.0,93,133862422_201106_990,IN,,133862422201106,1338624222011,A60,A,36061.0,5602.0,5600.0,A60,A,PC,O,AR,A,A,1,AR,AR,AR,0.87969,A,711100.0,-74.11522629999999,40.5786144,0,NCCS_Form990_2012_Extract_Final,147458,,538767.0,27668,c4,2006,c4,2006.0,0.0,c4,2006
59931,136296745,AMERICAN FOUNDATION FOR THE COURTAULD INSTITUTE OF ART,,55 E END AVE APT 3D,NEW YORK,NY,10028-7933,10028.0,MCGRATH DOYLE & PHAIR,,3,15.0,198602.0,1.0,12.0,602.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,900036,0,1728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,901764,901764,901764.0,35417.0,0.0,0.0,0.0,1126831,-225067,-63239.0,2791089.0,2675335,0.0,0.0,0.0,0.0,0.0,91010.0,263562,0.0,0.0,2700079.0,2411773,N,0,0,0.0,0.0,7,6640160.0,0.0,0.0,69733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,93.0,445837.0,0.0,0.0,5027.0,0.0,0.0,0.0,0.0,0.0,0.0,450864.0,580958.0,-130094.0,25000.0,0.0,0.0,0.0,93,136296745_201012_990,IN,,136296745201012,1362967452010,A80,A,36061.0,5602.0,5600.0,A80,A,PC,O,AR,A,A,1,AR,AR,AR,0.7521100000000001,A,712120.0,-73.946988,40.77245,0,NCCS_Form990_2012_Extract_Final,147910,,900036.0,0,c4,2005,c4,2005.0,0.0,c4,2005
59986,800006057,TRIBECA FILM INSTITUTE INC,,375 GREENWICH ST,NEW YORK,NY,10013-2376,10013.0,BERDON LLP,A31,3,15.0,200202.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,3034296,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,216020.0,3250316,3250316,3250316.0,0.0,1096278.0,86180.0,137919.0,3364680,-114364,0.0,1546732.0,1491909,0.0,0.0,0.0,0.0,0.0,934871.0,994412,0.0,0.0,611861.0,497497,N,0,0,0.0,0.0,7,14697759.0,0.0,0.0,0.0,137558.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,93.0,3104260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240400.0,3344660.0,3461854.0,-117194.0,105332.0,939002.0,79752.0,98903.0,93,800006057_201012_990,IN,,800006057201012,8000060572010,A31,A,36061.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.15794,A,512110.0,-74.0101291,40.720183467,0,NCCS_Form990_2012_Extract_Final,148017,,3034296.0,0,o4,2004,o4,2004.0,0.0,o4,2004
59992,136261474,VISUAL ARTS FOUNDATION INC,,220 E 23RD ST STE 609,NEW YORK,NY,10010-0000,10010.0,,A900,3,15.0,196808.0,1.0,6.0,602.0,40.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,184483,0,124115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,308598,308598,308598.0,0.0,0.0,0.0,0.0,221193,87405,0.0,2165980.0,2205632,0.0,0.0,0.0,0.0,0.0,196891.0,149138,0.0,0.0,1969089.0,2056494,N,0,0,0.0,0.0,7,2559492.0,0.0,0.0,396668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,93.0,275855.0,0.0,0.0,153663.0,0.0,0.0,0.0,0.0,0.0,0.0,429518.0,323382.0,106136.0,0.0,0.0,0.0,0.0,93,136261474_201012_990,IN,,136261474201012,1362614742010,A90,A,36061.0,5602.0,5600.0,A90,A,PC,O,AR,A,A,1,AR,AR,AR,0.07606,B,813219.0,-73.983997071,40.737719807,0,NCCS_Form990_2012_Extract_Final,148026,,184483.0,0,c4,2005,c4,2005.0,0.0,c4,2005
60079,132873045,MUSIC FROM JAPAN INC,,7 EAST 2OTH STREET 6F,NEW YORK,NY,10003-0000,10003.0,,A680,3,15.0,197611.0,1.0,12.0,90.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,268594,10328,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,279149,279149,279149.0,77292.0,7170.0,7504.0,0.0,376227,-97078,0.0,428288.0,375210,0.0,0.0,0.0,0.0,0.0,0.0,44000,0.0,0.0,428288.0,331210,N,0,0,0.0,0.0,7,1328255.0,0.0,0.0,29804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,92.0,286599.0,12035.0,0.0,3544.0,0.0,0.0,0.0,0.0,0.0,0.0,302178.0,314691.0,-12513.0,0.0,0.0,0.0,0.0,93,132873045_201012_990,IN,,132873045201012,1328730452010,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.7480600000000001,A,711130.0,-73.990211,40.73948789999999,0,NCCS_Form990_2012_Extract_Final,148183,,77554.0,191040,c4,2006,c4,2006.0,0.0,c4,2006
60152,134100310,AMERICAN FRIENDS OF THE LUDWIG FOUNDATION OF CUBA,,3 E 69TH ST,NEW YORK,NY,10021-4918,10021.0,C ROSENBERG,A23,3,15.0,200004.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,166694,234216,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,400917,400917,400917.0,0.0,44000.0,3052.0,0.0,364176,36741,0.0,3074934.0,3121091,0.0,0.0,0.0,0.0,0.0,23392.0,32808,3051542.0,0.0,3051542.0,3088283,N,0,0,0.0,0.0,7,3587311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,93.0,53591.0,163477.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,217069.0,244603.0,-27534.0,0.0,10377.0,1353.0,0.0,93,134100310_201012_990,IN,,134100310201012,1341003102010,A1161,A,36061.0,5602.0,5600.0,A116,A,PC,S,ZA,A,A,1,AR,AR,AR,0.9548399999999999,B,813219.0,-73.96845105,40.770493978000005,0,NCCS_Form990_2012_Extract_Final,148350,,166694.0,0,c4,2005,c4,2005.0,0.0,c4,2005
60190,752750127,GLOBAL NOMADS GROUP INC,,381 BROADWAT 4TH FLOOR,NEW YORK,NY,10013-0000,10013.0,,A30,3,15.0,199807.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,630003,13092,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,643095,643095,643095.0,59574.0,191066.0,19393.0,0.0,662060,-18965,6425.0,114805.0,110703,0.0,0.0,0.0,0.0,0.0,39640.0,48078,0.0,0.0,75165.0,62625,N,0,0,0.0,0.0,7,2926010.0,0.0,0.0,728.0,13092.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,93.0,656267.0,46961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703234.0,706828.0,-3594.0,145384.0,215146.0,29221.0,0.0,93,No Exact Image Match (JAN13),IN,,752750127201012,7527501272010,A30,A,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,1,AR,AR,AR,0.813,B,510000.0,-74.0047,40.7201,0,NCCS_Form990_2012_Extract_Final,148422,,557235.0,70740,ag,0,ag,0.0,2028.0,ag,0
60232,208220333,INSTITUTE OF PLAY INC,,134 W 26TH ST RM 780,NEW YORK,NY,10001-6803,10001.0,,A99,3,15.0,200709.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201106,2011,2010,2010,3.0,3984719,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,55230.0,4039949,4039949,4039949.0,46016.0,465045.0,72285.0,0.0,930786,3109163,0.0,1436693.0,4592456,0.0,0.0,0.0,0.0,0.0,2700.0,49300,0.0,0.0,1433993.0,4543156,N,0,0,0.0,0.0,7,4671434.0,0.0,0.0,14650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,core2010pc,201012.0,2010.0,93.0,1798293.0,11726.0,0.0,6524.0,3000.0,0.0,0.0,0.0,0.0,0.0,1819543.0,1013135.0,806408.0,63750.0,581939.0,52877.0,0.0,93,208220333_201106_990,IN,,208220333201106,2082203332011,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.00988,A,711110.0,-73.992567143,40.745523102,0,NCCS_Form990_2012_Extract_Final,148494,,3637712.0,347007,ar,0,ar,0.0,0.0,ar,0
60400,510548694,LATINO INTERNATIONAL THEATER FESTIVAL OF NEW YORK INC,,142 E 27TH ST APT 65,NEW YORK,NY,10016-9025,10016.0,,A65,3,15.0,200508.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,907417,4731,571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,912719,912719,912719.0,85600.0,64305.0,0.0,0.0,933417,-20698,-2870.0,97402.0,72277,0.0,0.0,0.0,0.0,0.0,8169.0,6612,0.0,0.0,89233.0,65665,N,0,0,0.0,0.0,7,1952724.0,0.0,0.0,3676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,92.0,295545.0,26399.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,322126.0,360953.0,-38827.0,0.0,0.0,0.0,0.0,93,510548694_201012_990,IN,,510548694201012,5105486942010,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.5685899999999999,B,711110.0,-73.982876,40.742257,0,NCCS_Form990_2012_Extract_Final,148846,,766847.0,140570,c4,2006,c4,2006.0,0.0,c4,2006
60421,311734086,FRIENDS OF THE HIGH LINE INC,,529 W 20TH ST STE 8W,NEW YORK,NY,10011-2800,10011.0,R HAMMOND,A80,3,15.0,200101.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,12919258,109790,36061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36059.0,0,36886.0,0.0,-827.0,0,-827.0,290289.0,290289.0,0.0,0.0,0.0,0.0,290289,290289,0,0,0,0,22288.0,13086570,13086570,13413745.0,392410.0,2236485.0,207049.0,257938.0,9063368,4023202,0.0,41769692.0,49303870,0.0,0.0,0.0,0.0,0.0,462123.0,3973099,0.0,0.0,41307569.0,45330771,N,0,0,0.0,0.0,7,64397206.0,0.0,0.0,1079098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,93.0,24957231.0,0.0,0.0,66676.0,0.0,396.0,0.0,0.0,0.0,61674.0,25085977.0,6857648.0,18228329.0,472929.0,1468180.0,166639.0,151732.0,93,311734086_201012_990,IN,,311734086201012,3117340862010,A1180,A,36061.0,5602.0,5600.0,A118,A,PC,S,ZA,A,A,1,AR,AR,AR,0.11911,A,813219.0,-74.006341643,40.746187373000005,0,NCCS_Form990_2012_Extract_Final,148901,,12862316.0,56942,j3,2009,j3,2009.0,0.0,j3,2009
60434,135311420,THE PEN AND BRUSH INC,,29 E 22ND STREET,NEWYORK,NY,10010-0000,10010.0,,,3,15.0,196502.0,1.0,12.0,119.0,59.0,602.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,67585,54009,21604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,35372.0,178570,178570,178570.0,53079.0,54976.0,11868.0,0.0,327839,-149269,36710.0,885092.0,875760,0.0,0.0,0.0,0.0,0.0,18887.0,122114,0.0,0.0,866205.0,753646,N,0,0,0.0,0.0,7,362840.0,0.0,0.0,58735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,92.0,54693.0,145047.0,21927.0,24988.0,0.0,0.0,0.0,0.0,0.0,5429.0,252084.0,305589.0,-53505.0,0.0,0.0,0.0,0.0,93,135311420_201012_990,IN,,135311420201012,1353114202010,A20,A,36061.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.56647,A,710000.0,-73.9944931,40.733635166999996,0,NCCS_Form990_2012_Extract_Final,148919,,67585.0,0,c4,2005,c4,2005.0,0.0,c4,2005
60484,264184988,ARTIS CONTEMPORARY ISRAELI ART FUND INC,,368 BROADWAY STE 301,NEW YORK,NY,10013-3936,10013.0,YAEL REINHARZ,A23,3,15.0,201006.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,583273,0,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,583572,583572,583572.0,67600.0,52125.0,8074.0,0.0,474963,108609,,,130129,,0.0,,0.0,0.0,,17761,,0.0,,112368,N,0,0,0.0,0.0,7,583273.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,264184988_201012_990,IN,,264184988201012,2641849882010,A12,A,36061.0,5602.0,5600.0,A12,A,PC,S,ZB,A,A,1,AR,AR,AR,0.56566,B,813219.0,-74.003262,40.718105,0,NCCS_Form990_2012_Extract_Final,149020,,531631.0,51642,ar,0,ar,0.0,0.0,ar,0
60601,134096616,MANHATTAN THEATRE SOURCE INCORPORATED,,PO BOX 2883,NEW YORK,NY,10008-0000,10008.0,MANHATTAN THEATRE SOURCE,A65,3,15.0,200112.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,51212,157754,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,208966,208966,208966.0,0.0,0.0,0.0,0.0,218583,-9617,2559.0,43492.0,43334,0.0,0.0,0.0,0.0,0.0,14672.0,21572,0.0,0.0,28820.0,21762,N,0,0,0.0,0.0,7,365564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,92.0,70559.0,178362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248921.0,225344.0,23577.0,0.0,0.0,0.0,0.0,93,134096616_201012_990,IN,,134096616201012,1340966162010,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.0558,B,711110.0,-73.99811,40.7333445,0,NCCS_Form990_2012_Extract_Final,149302,,48273.0,2939,c4,2006,c4,2006.0,0.0,c4,2006
60650,133982258,IPSINTER PRESS SERVICE-NORTH AMERICA INC,,UNITED NATIONS ROOM L-214,NEW YORK,NY,10017-0000,10017.0,UNITED NATIONS,A30,3,15.0,199910.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,494048,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,494048,494048,494048.0,42000.0,0.0,4415.0,0.0,487746,6302,0.0,44567.0,131103,0.0,0.0,0.0,0.0,0.0,29697.0,109931,0.0,0.0,14870.0,21172,N,0,0,0.0,0.0,7,849920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,92.0,457825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457825.0,452075.0,5750.0,0.0,0.0,0.0,0.0,93,133982258_201012_990,IN,,133982258201012,1339822582010,A33,A,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.97124,A,511100.0,-73.973233,40.752399,0,NCCS_Form990_2012_Extract_Final,149400,,494048.0,0,c4,2005,c4,2005.0,0.0,c4,2005
60651,133447752,AMERICAN DOCUMENTARY INC,,20 JAY STREET SUITE 940,NEW YORK,NY,10013-0000,10013.0,,A310,3,15.0,198805.0,1.0,12.0,121.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,2020297,1991598,5576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67513.0,0,63661.0,0.0,3852.0,0,3852.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4021323,4021323,4084984.0,188214.0,0.0,64174.0,0.0,3286954,734369,14367.0,2257566.0,3097432,0.0,0.0,0.0,0.0,0.0,552383.0,643513,0.0,0.0,1705183.0,2453919,N,0,0,0.0,0.0,7,6194748.0,0.0,0.0,119642.0,9420675.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,93.0,700525.0,1918090.0,0.0,11396.0,-19187.0,0.0,0.0,0.0,0.0,0.0,2610824.0,2902953.0,-292129.0,89903.0,720121.0,61967.0,0.0,93,133447752_201012_990,IN,,133447752201012,1334477522010,A31,A,36061.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.02737,A,512110.0,-73.98664699999999,40.704062,0,NCCS_Form990_2012_Extract_Final,149402,,1222686.0,797611,j4,2008,j4,2008.0,0.0,j4,2008
60652,113334921,EVIDENCE INC,,80 HANSON PLACE STE 605,BROOKLYN,NY,11217-2997,11217.0,RONALD K BROWN,A620,3,15.0,199704.0,1.0,12.0,994.0,88.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,842543,176275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,94878.0,94878.0,0.0,0.0,0.0,0.0,94878,94878,0,0,0,0,27673.0,1046491,1046491,1141369.0,104518.0,316616.0,42984.0,64970.0,1040009,6482,0.0,115392.0,171074,0.0,0.0,0.0,0.0,0.0,25769.0,74969,0.0,0.0,89623.0,96105,N,0,0,0.0,0.0,7,3377849.0,0.0,0.0,0.0,2494492.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200912.0,2009.0,93.0,733436.0,476692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26068.0,1236196.0,1262459.0,-26263.0,176769.0,275995.0,46103.0,27787.0,93,113334921_201012_990,IN,,113334921201012,1133349212010,A62,A,36047.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.22314,A,711120.0,-73.97400970000001,40.68523667,0,NCCS_Form990_2012_Extract_Final,149403,,842543.0,0,c4,2005,c4,2005.0,0.0,c4,2005
