,EIN,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ASS_BOY,ASS_EOY,BLOCK,BOND_BOY,BOND_EOY,CENSUSTRACT,CITY,CLASSCD,COMPENS,COMPENSP,CONT,CONTACT,CONTP,DEDUCTCD,DIREXP,EOSTATUS,EPOSTCARD,EXPS,EXPSP,FILENAME,FIPS,FISYR,FISYRP,FNDNCD,FRCD,FUNDBAL,FUNDFEES,FUNDFEESP,FUNDINC,FUNDINCP,GFTGRNTSRCVD170,GOODS,GRPROF,GRPROFP,GRREC,GRRECMEM,GRRECOTH,GRRECPUB,GRSINC170,GRSINCFNDRSNG,GRSINCGAMING,GRSRCPTSADMISSN509,GRSRCPTSRELATED170,GRSRNTSPRSNL,GRSRNTSREAL,INITFEES,INPRIOR,INPRIORSRC,INVENTG,INVINC,INVINCP,LATITUDE,LESSDIRFNDRSNG,LESSDIRGAMING,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LIAB_BOY,LIAB_EOY,LONGITUDE,MAJGRPB,MANUALLY_FIXED,MRTG_BOY,MRTG_EOY,MSA_NECH,NAICS,NAME,NCCSKEY,NCCSKEY2,NETA_BOY,NETGNLS,NETINC,NETINCFNDRSNG,NETINCGAMING,NETINCP,NETRENT,NETRENTP,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEEFINAL1,NTEEIRS,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,ORGCD,OTHCHGS,OTHINC,OTHINCP,OTHSAL,OTHSALP,OUTNCCS,OUTREAS,PAYTAX,PAYTAXP,PMSA,PROGREV,PROGREVP,Q78A,RANDNUM,REASON,RENTEXP,RENTINC,RETEARN,RETE_BOY,RNTLEXPNSPRSNL,RNTLEXPNSREAL,RNTLINCPRSNL,RNTLINCREAL,ROYALTSINC,RULEDATE,SALEOTHE,SALEOTHG,SALEOTHN,SALEOTHNP,SALESECN,SALESECNP,SALESEXP,SECUR,SEC_NAME,SOIYR,SOURCE,SPEVTG,SRVCSVAL170,SRVCSVAL509,STATE,STYEAR,SUBCD,SUBSECCD,SUBTOTSUPPINC509,TAXPER,TAXPERP,TOTGFTGRNTRCVD509,TOTREV,TOTREV2,TOTREVP,TOTSUPP509,TXEXMPTBNDSPROCEEDS,TXREVNUELEVIED170,TXREVNUELEVIED509,UNSECUREDNOTESEND,VALIDATION_STATE,ZIP,ZIP5
22865,132590805,6,59.0,60.0,0.0,144 W 125TH STREET,3.0,12016128.0,16991716.0,360610222002000.0,0.0,0.0,36061022200.0,NEW YORK,20,381594.0,386744.0,7686926.0,,4499968.0,1.0,466749.0,1.0,0,5723286.0,5316271.0,132590805_201406_990O,36061.0,2014,2013.0,15,10.0,14603618.0,124334.0,116363.0,990255.0,1207152.0,22480317.0,51399.0,136632.0,107273.0,11364824,0.0,0.0,,3005544.0,1457004.0,0,0.0,0.0,0.0,458667.0,0,1,rtf13_990_VER,188031.0,152689.0,183318.0,40.8086,466749.0,0.0,PC,O,AR,A,1585942.0,2388098.0,-73.9467,A,,906451.0,1550105.0,5602.0,712110.0,STUDIO MUSEUM IN HARLEM INC,132590805201406,1325908052014,10430186.0,35733.0,3888613.0,990255.0,0.0,1386817.0,458667.0,470046.0,A,A53,,A53,A,A500,NEW,AR,AR,AR,1.0,,61968.0,60981.0,2122669.0,2000321.0,IN,,113931.0,131626.0,5600.0,89029.0,99107.0,N,0.2967474579741876,7,0.0,458667.0,0.0,0.0,0.0,0.0,0.0,458667.0,0.0,196711,0.0,0.0,0.0,75243.0,35733.0,0.0,1234777.0,1270510.0,,20139.0,15eofinextract990.dat.dat,1457004.0,0.0,0.0,NY,20139.0,3,3,0.0,201406,201306.0,0.0,9611899.0,9611899.0,6703088.0,0.0,0.0,0.0,0.0,0.0,0.0,10027-4423,10027
22870,132596350,6,59.0,120.0,0.0,435 WEST 116TH STREET,3.0,408297.0,443919.0,360610201011000.0,0.0,0.0,36061020101.0,NEW YORK,20,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,32526.0,21127.0,132596350_201406_990O,36061.0,2014,2013.0,17,10.0,443684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218195,0.0,0.0,,0.0,0.0,0,83090.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,6939.0,5806.0,40.8064,0.0,0.0,PC,S,AR,A,0.0,235.0,-73.9598,A,,0.0,0.0,5602.0,511100.0,COLUMBIA JOURNAL OF LAW AND SOCIAL PROBLEMS INC,132596350201406,1325963502014,408297.0,42221.0,35387.0,0.0,0.0,23407.0,0.0,0.0,A,A33,,A33,A,A33Z,NEW,AR,AR,AR,1.0,,0.0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,18753.0,14078.0,N,0.3893958717913155,9,0.0,0.0,443684.0,408297.0,0.0,0.0,0.0,0.0,0.0,196712,0.0,0.0,0.0,24650.0,42221.0,0.0,150282.0,192503.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,22244.0,201406,201306.0,360.0,67913.0,67913.0,44534.0,105694.0,0.0,0.0,0.0,0.0,0.0,10027-7237,10027
22871,132596500,12,60.0,0.0,0.0,12 FULTON ST,3.0,20519593.0,17804760.0,360610015022012.0,0.0,0.0,36061001502.0,NEW YORK,20,123154.0,118207.0,1326693.0,JONATHAN BOULWARESEAPORT,916676.0,1.0,0.0,1.0,0,2834579.0,3655165.0,132596500_201412_990O,36061.0,2014,2013.0,15,10.0,17290188.0,0.0,0.0,0.0,-22910.0,8942787.0,0.0,249969.0,193011.0,2513668,0.0,0.0,,3145652.0,0.0,0,0.0,2610304.0,0.0,657785.0,0,1,rtf13_990_VER,249969.0,22145.0,26916.0,40.70666,0.0,0.0,PC,O,AR,A,340506.0,514572.0,-74.003483,A,,0.0,0.0,5602.0,712110.0,SEAPORT MUSEUM NEW YORK,132596500201412,1325965002014,20179087.0,13699.0,-320911.0,0.0,0.0,-1165215.0,657785.0,566699.0,A,A50,,A50,A,A500,NEW,AR,AR,AR,1.0,,3058.0,435579.0,864785.0,1009905.0,IN,,146364.0,152128.0,5600.0,240319.0,366701.0,N,0.4184675677666104,7,0.0,657785.0,0.0,0.0,0.0,0.0,0.0,657785.0,0.0,198903,0.0,0.0,0.0,7278.0,13699.0,0.0,0.0,13699.0,,20140.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20140.0,3,3,0.0,201412,201312.0,0.0,2513668.0,2513668.0,2489950.0,0.0,0.0,0.0,0.0,0.0,0.0,10038-2101,10038
22874,132598476,9,119.0,59.0,0.0,1650 BROADWAY STE 301,3.0,34322.0,32626.0,,0.0,0.0,36061013100.0,NEW YORK,20,0.0,20000.0,105180.0,,140519.0,1.0,0.0,1.0,0,537774.0,552437.0,132598476_201409_990O,36061.0,2014,2013.0,16,10.0,2552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536171,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,0.0,153.0,40.7621,0.0,0.0,PC,O,AR,A,49197.0,30074.0,-73.9836,A,,0.0,0.0,5602.0,813920.0,NATIONAL CHORAL COUNCIL INC,132598476201409,1325984762014,-14875.0,0.0,-1603.0,0.0,0.0,-22494.0,0.0,0.0,A,A03,,A03,A,A6BC,NEW,AR,AR,AR,1.0,,0.0,0.0,18825.0,71164.0,IN,,4455.0,1508.0,5600.0,430991.0,389271.0,N,0.5917456637167962,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,153.0,201409,201309.0,618067.0,536171.0,536171.0,529943.0,618220.0,0.0,0.0,0.0,0.0,0.0,10019-6970,10019
22877,132601303,6,119.0,59.0,0.0,1738 HONE AVE,3.0,1297868.0,1440355.0,360050254001005.0,0.0,0.0,36005025400.0,BRONX,20,86538.0,90000.0,1153724.0,LORRAINE PIZARRO,1498655.0,1.0,0.0,1.0,0,1280211.0,1228077.0,132601303_201506_990O,36005.0,2015,2014.0,15,10.0,1222815.0,0.0,0.0,0.0,0.0,8483040.0,0.0,0.0,0.0,1346784,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,393.0,179.0,40.8481,0.0,0.0,PC,O,AR,A,141626.0,217540.0,-73.8539,A,,0.0,0.0,5602.0,710000.0,BRONX COUNCIL ON THE ARTS INC,132601303201506,1326013032015,1156242.0,0.0,66573.0,0.0,0.0,403114.0,0.0,0.0,A,A26,,A26,A,A260,NEW,AR,AR,AR,1.0,,89382.0,57862.0,447063.0,353962.0,IN,,105302.0,94733.0,5600.0,103285.0,74495.0,N,0.2880884906457718,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20149.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20149.0,3,3,0.0,201506,201406.0,0.0,1346784.0,1346784.0,1631191.0,0.0,0.0,0.0,0.0,0.0,0.0,10461-1403,10461
22897,132614483,6,119.0,59.0,0.0,91 CLAREMONT AVENUE,3.0,152312.0,208192.0,360610205001004.0,0.0,0.0,36061020500.0,NEW YORK,12,0.0,0.0,260282.0,,386235.0,1.0,0.0,1.0,0,212938.0,385230.0,132614483_201406_990O,36061.0,2014,2013.0,15,10.0,63664.0,0.0,0.0,0.0,0.0,2851312.0,0.0,0.0,0.0,268529,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,22.0,63.0,40.8115,0.0,0.0,PC,O,AR,A,144239.0,144528.0,-73.9628,A,,60362.0,80362.0,5602.0,711130.0,JAZZMOBILE INC,132614483201406,1326144832014,8073.0,0.0,55591.0,0.0,0.0,47917.0,0.0,0.0,A,A68,,A68,A,A680,NEW,AR,AR,AR,1.0,,0.0,0.0,0.0,15584.0,IN,,0.0,0.0,5600.0,8225.0,46849.0,N,0.11598521190134335,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,0.0,201406,201306.0,0.0,268529.0,268529.0,433147.0,0.0,0.0,0.0,0.0,0.0,0.0,10027-4436,10027
22899,132615433,6,119.0,59.0,0.0,338 EAST 106TH STREET,3.0,81225.0,86381.0,,0.0,0.0,36061017000.0,NEW YORK,12,9088.0,0.0,84921.0,,53027.0,1.0,0.0,1.0,0,111363.0,130594.0,132615433_201406_990O,36061.0,2014,2013.0,15,10.0,-114257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201408,0.0,0.0,,0.0,0.0,0,71493.0,0.0,0.0,83014.0,0,1,rtf13_990_VER,0.0,0.0,0.0,40.790216,0.0,0.0,PC,O,AR,A,204841.0,200638.0,-73.941468,A,,0.0,0.0,5602.0,611610.0,MANNA HOUSE WORKSHOPS INC,132615433201406,1326154332014,-123616.0,0.0,3952.0,0.0,0.0,-21622.0,-3079.0,7064.0,A,A6E,,A6E,A,A6E0,NEW,AR,AR,AR,1.0,,204.0,0.0,47570.0,10676.0,IN,,274.0,1089.0,5600.0,33269.0,48881.0,N,0.26923863990642793,9,86093.0,83014.0,0.0,0.0,0.0,86093.0,0.0,-3079.0,0.0,196804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,24.0,201406,201306.0,349499.0,115315.0,115315.0,108972.0,554831.0,0.0,0.0,0.0,0.0,0.0,10029-4833,10029
22905,132618942,12,119.0,59.0,0.0,260 WEST 72 STREET,3.0,160347.0,142276.0,360610159005001.0,0.0,0.0,36061015900.0,NEW YORK,12,7500.0,7500.0,16140.0,A DORENE MARSHALL,19700.0,1.0,0.0,1.0,0,44615.0,66800.0,132618942_201412_990O,36061.0,2014,2013.0,16,20.0,142276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26544,0.0,0.0,,0.0,0.0,0,60978.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,4000.0,6614.0,40.779337,0.0,0.0,PC,O,AR,A,0.0,0.0,-73.983179,A,,0.0,0.0,5602.0,711130.0,JOY IN SINGING INC,132618942201412,1326189422014,160347.0,0.0,-18071.0,0.0,0.0,2352.0,0.0,0.0,A,A6B,,A6B,A,,NEW,AR,AR,AR,1.0,,0.0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,6404.0,42838.0,N,0.8040143832560152,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20140.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20140.0,3,3,19857.0,201412,201312.0,163136.0,26544.0,26544.0,69152.0,320971.0,0.0,0.0,0.0,0.0,0.0,10023-2820,10023
22910,132620861,6,119.0,59.0,0.0,74 E 4TH ST,3.0,1676528.0,2264940.0,360610038003001.0,0.0,0.0,36061003800.0,NEW YORK,12,107980.0,83355.0,1801396.0,,1182763.0,1.0,0.0,1.0,0,3074371.0,2452766.0,132620861_201506_990O,36061.0,2015,2014.0,15,10.0,1840520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210227,0.0,0.0,,0.0,0.0,0,4058840.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,1986.0,1592.0,40.7264,0.0,0.0,PC,O,AR,A,615564.0,424420.0,-73.9904,A,,450085.0,398904.0,5602.0,711100.0,LA MAMA EXPERIMENTAL THEATRE CLUB INC,132620861201506,1326208612015,1060964.0,0.0,135856.0,0.0,0.0,48649.0,0.0,0.0,A,A61,,A61,A,A610,NEW,AR,AR,AR,1.0,,0.0,0.0,831706.0,714351.0,IN,,140394.0,67806.0,5600.0,1358608.0,1266502.0,N,0.06860227250795248,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48237.0,196708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20149.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20149.0,3,3,6371.0,201506,201406.0,8087041.0,3210227.0,3210227.0,2501415.0,12152252.0,0.0,0.0,0.0,0.0,0.0,10003-8903,10003
22916,132623376,12,119.0,59.0,0.0,500 5TH AVE STE 935,3.0,709699.0,642576.0,360610112021003.0,0.0,0.0,36061011202.0,NEW YORK,20,0.0,0.0,535945.0,,710024.0,1.0,0.0,1.0,0,752718.0,789206.0,132623376_201412_990O,36061.0,2014,2013.0,16,10.0,639576.0,40686.0,41929.0,0.0,0.0,3256861.0,0.0,0.0,0.0,683318,0.0,0.0,,66885.0,0.0,0,0.0,146773.0,0.0,0.0,0,1,rtf13_990_VER,0.0,18233.0,15296.0,40.763000000000005,0.0,0.0,PC,O,AR,A,5800.0,3000.0,-73.97399999999999,A,,0.0,0.0,5602.0,541720.0,INTERNATIONAL FOUNDATION FOR ART RESEARCH INC,132623376201412,1326233762014,703899.0,0.0,-69400.0,0.0,0.0,83986.0,0.0,0.0,A,A052,,A0520,A,,NEW,AR,AR,AR,1.0,,0.0,0.0,323250.0,305500.0,IN,,22255.0,21719.0,5600.0,129140.0,147872.0,N,0.9810445693656936,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20140.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20140.0,3,3,0.0,201412,201312.0,0.0,683318.0,683318.0,873192.0,0.0,0.0,0.0,0.0,0.0,0.0,10110-0902,10110
22921,132624257,2,122.0,126.0,119.0,545 8TH AVE RM 550,3.0,339295.0,350651.0,360610111001000.0,0.0,0.0,36061011100.0,NEW YORK,10,29006.0,32646.0,456980.0,,605746.0,1.0,0.0,1.0,0,643442.0,789823.0,132624257_201402_990O,36061.0,2014,2013.0,15,10.0,205132.0,0.0,0.0,0.0,0.0,1964514.0,0.0,0.0,0.0,662235,0.0,0.0,,2987.0,0.0,0,0.0,867433.0,0.0,0.0,0,1,rtf13_990_VER,0.0,325.0,402.0,40.7542,0.0,0.0,PC,O,AR,A,142676.0,145519.0,-73.9921,A,,0.0,0.0,5602.0,512110.0,CAMERA NEWS INC D B A THIRD WORLD NEWSREEL,132624257201402,1326242572014,196619.0,0.0,18793.0,0.0,0.0,12937.0,0.0,0.0,A,A31,,A31,A,A31Z,NEW,AR,AR,AR,1.0,,20.0,320.0,39686.0,37440.0,IN,,5558.0,5638.0,5600.0,204910.0,196292.0,N,0.4215215372815721,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,0.0,201402,201302.0,0.0,662235.0,662235.0,802760.0,0.0,0.0,0.0,0.0,0.0,0.0,10018-4971,10018
22922,132624440,12,91.0,0.0,0.0,121 W 20TH ST APT 2C,3.0,48761.0,15473.0,360610087001001.0,0.0,0.0,36061008700.0,NEW YORK,10,0.0,0.0,13601.0,,25409.0,1.0,0.0,1.0,0,57111.0,95267.0,132624440_201412_990EZ,36061.0,2014,2013.0,16,10.0,-4110.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,20723,,,0.0,0.0,0.0,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,0.0,0.0,0.0,40.7413,0.0,0.0,PC,O,AR,A,16483.0,19583.0,-73.9946,A,,0.0,0.0,5602.0,711120.0,NIKOLAIS LOUIS FOUNDATION FOR DANCE,132624440201412,1326244402014,32278.0,0.0,-36388.0,0.0,0.0,3375.0,0.0,0.0,A,A62,,A62,A,,BEST,AR,AR,AR,1.0,0.0,0.0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,7122.0,73233.0,N,0.5463790853347983,7,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,198611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20140.0,15eofinextractEZ.dat,0.0,0.0,0.0,NY,20140.0,3,3,0.0,201412,201312.0,0.0,20723.0,20723.0,98642.0,0.0,0.0,0.0,0.0,0.0,0.0,10011-3600,10011
22928,132628036,6,119.0,59.0,40.0,70 LINCOLN CENTER PLAZA,3.0,43435304.0,45799555.0,360610149001004.0,0.0,0.0,36061014900.0,NEW YORK,12,265002.0,204654.0,3273143.0,,2583781.0,1.0,240735.0,1.0,0,6895252.0,6662316.0,132628036_201406_990O,36061.0,2014,2013.0,15,10.0,44501669.0,0.0,0.0,-126910.0,-75370.0,0.0,8290.0,1848.0,13247.0,14867206,0.0,0.0,,0.0,113825.0,0,8656217.0,0.0,0.0,46201.0,0,1,rtf13_990_VER,10138.0,58167.0,74358.0,40.7715,240735.0,0.0,PC,O,AR,A,1641782.0,1297886.0,-73.9825,A,,0.0,0.0,5602.0,711130.0,CHAMBER MUSIC SOCIETY OF LINCOLN CENTER INC,132628036201406,1326280362014,41793522.0,-653575.0,-477479.0,-126910.0,0.0,-1504484.0,46201.0,26163.0,A,A6C,,A6C,A,A6C0,NEW,AR,AR,AR,1.0,,1744034.0,1270259.0,1480064.0,1435896.0,IN,,130344.0,119236.0,5600.0,2010361.0,1779986.0,Y,0.8774764791118923,9,0.0,46201.0,0.0,0.0,0.0,0.0,0.0,46201.0,64504.0,196903,40975.0,108000.0,67025.0,-579065.0,-720600.0,0.0,8159433.0,7438833.0,,20139.0,15eofinextract990.dat.dat,113825.0,0.0,0.0,NY,20139.0,3,3,1018801.0,201406,201306.0,12154072.0,6417773.0,6417773.0,5157832.0,21751370.0,0.0,0.0,0.0,0.0,0.0,10023-6548,10023
22940,132637811,9,30.0,0.0,0.0,220 W 93RD ST APT 9D,3.0,119115.0,103010.0,360610179006000.0,0.0,0.0,36061017900.0,NEW YORK,10,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,13856.0,39253.0,132637811_201409_990EZ,36061.0,2014,2013.0,16,20.0,102821.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,0.0,0.0,3.0,40.7927,0.0,0.0,PC,S,ZA,A,2438.0,189.0,-73.9732,A,,0.0,0.0,5602.0,813219.0,BRIANSKY BALLET CENTER INC,132637811201409,1326378112014,116677.0,0.0,-13856.0,0.0,0.0,-35188.0,0.0,0.0,A,A116,,A1163,A,A62I,NEW,AR,AR,AR,1.0,0.0,0.0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,0.0,4062.0,N,0.6858750189014571,9,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,197012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20139.0,15eofinextractEZ.dat,0.0,0.0,0.0,NY,20139.0,3,3,2966.0,201409,201309.0,8100.0,0.0,0.0,4065.0,413116.0,0.0,0.0,0.0,0.0,0.0,10025-7425,10025
22941,132638292,6,59.0,0.0,0.0,330 W 42ND ST FL 12,3.0,524206.0,525445.0,360610211001004.0,0.0,0.0,36061021100.0,NEW YORK,10,145702.0,153189.0,1596117.0,,1450862.0,1.0,15439.0,1.0,0,2416905.0,2452168.0,132638292_201406_990O,36061.0,2014,2013.0,16,10.0,151219.0,9700.0,64100.0,0.0,0.0,0.0,3230.0,4650.0,3006.0,2308612,0.0,0.0,,0.0,15439.0,0,3446593.0,0.0,0.0,20729.0,0,1,rtf13_990_VER,7880.0,569.0,1120.0,40.8176,15439.0,0.0,PC,O,AR,A,246025.0,374226.0,-73.961,A,,0.0,0.0,5602.0,711130.0,THE LITTLE ORCHESTRA SOCIETY ORPHEON INC LITTLE ORCHESTRA SOCIETY,132638292201406,1326382922014,278181.0,0.0,-126962.0,0.0,0.0,-207848.0,20729.0,18599.0,A,A69,,A69,A,A690,NEW,AR,AR,AR,1.0,,2001.0,525.0,406407.0,392651.0,IN,,41113.0,40267.0,5600.0,665877.0,770208.0,N,0.4470388126279749,9,0.0,20729.0,0.0,0.0,0.0,0.0,0.0,20729.0,0.0,197112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LITTLE ORCHESTRA SOCIETY,20139.0,15eofinextract990.dat.dat,15439.0,0.0,0.0,NY,20139.0,3,3,96354.0,201406,201306.0,8948803.0,2289943.0,2289943.0,2244320.0,12507078.0,0.0,0.0,0.0,45833.0,0.0,10036-6902,10036
22945,132642091,6,119.0,59.0,0.0,466 W 152ND ST,3.0,7040425.0,6406606.0,360610235014002.0,0.0,0.0,36061023501.0,NEW YORK,12,207393.0,167124.0,2539237.0,ANNA GLASS,3055987.0,1.0,249569.0,1.0,0,5520388.0,5548465.0,132642091_201406_990O,36061.0,2014,2013.0,15,10.0,5168935.0,0.0,0.0,-249569.0,-170815.0,15821550.0,0.0,0.0,0.0,4900809,0.0,0.0,,225152.0,0.0,0,0.0,7296413.0,0.0,0.0,0,1,rtf13_990_VER,0.0,97.0,1651.0,40.8291,249569.0,0.0,PC,O,AR,A,1003213.0,1237671.0,-73.943,A,,0.0,501822.0,5602.0,711120.0,DANCE THEATRE OF HARLEM INC,132642091201406,1326420912014,6037212.0,0.0,-869148.0,-249569.0,0.0,-676392.0,0.0,0.0,A,A63,,A63,A,A630,NEW,AR,AR,AR,1.0,,285766.0,0.0,1909373.0,1912256.0,IN,,227873.0,239443.0,5600.0,2075709.0,1985250.0,N,0.5668556522153136,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,0.0,201406,201306.0,0.0,4651240.0,4651240.0,4872073.0,0.0,0.0,0.0,0.0,56400.0,0.0,10031-1814,10031
22948,132643358,7,123.0,0.0,0.0,260 FIFTH AVE 2ND FLOOR,3.0,5329809.0,5074934.0,360610048007000.0,0.0,0.0,36061004800.0,NEW YORK,10,592500.0,584063.0,397906.0,THE ONE CLUB FOR ART & COPY,297377.0,1.0,0.0,1.0,0,7380986.0,6819493.0,132643358_201407_990O,36061.0,2014,2013.0,16,10.0,4692735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7149507,0.0,0.0,,0.0,0.0,0,28227808.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,231152.0,65801.0,40.733289,0.0,0.0,PC,O,AR,A,431251.0,382199.0,-73.984214,A,,0.0,0.0,5602.0,710000.0,THE ONE CLUB FOR ART AND COPY,132643358201407,1326433582014,4898558.0,0.0,-231479.0,0.0,0.0,24249.0,0.0,0.0,A,A20,,A20,A,A20Z,IRS,AR,AR,AR,1.0,,252845.0,237623.0,1419384.0,1199167.0,IN,,168780.0,111922.0,5600.0,6267604.0,6242941.0,N,0.9734784553460212,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,642222.0,201407,201307.0,967187.0,7149507.0,7149507.0,6843742.0,31622910.0,0.0,0.0,0.0,0.0,0.0,10001-6408,10001
22956,132655731,6,30.0,59.0,0.0,ONE LINCOLN PLAZA,3.0,411122900.0,280231511.0,360610143001041.0,0.0,0.0,36061014300.0,NEW YORK,20,2680411.0,4291191.0,26082147.0,DARYL MINTZ EVP & CFO,27304100.0,1.0,603427.0,1.0,0,111255622.0,120199954.0,132655731_201406_990O,36061.0,2014,2013.0,15,10.0,226254146.0,75020.0,0.0,-455527.0,-470892.0,162703811.0,1427056.0,6709420.0,10102596.0,111929570,0.0,0.0,,235089896.0,147900.0,0,0.0,181295869.0,0.0,0.0,0,1,rtf13_990_VER,8136476.0,65528.0,1939151.0,40.7705,603427.0,0.0,PC,O,AR,A,59980455.0,53977365.0,-73.9801,A,,0.0,0.0,5602.0,513120.0,SESAME WORKSHOP,132655731201406,1326557312014,351142445.0,4587548.0,-6526659.0,-455527.0,0.0,10257015.0,0.0,0.0,A,A32,,A32,A,A320,NEW,AR,AR,AR,1.0,,0.0,0.0,38866213.0,46209814.0,IN,,2933993.0,2872388.0,5600.0,26556763.0,30911587.0,Y,0.012230678954534113,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41183084.0,197004,0.0,0.0,0.0,14148896.0,4587548.0,13231985.0,5170124.0,9757672.0,,20139.0,15eofinextract990.dat.dat,147900.0,0.0,0.0,NY,20139.0,3,3,0.0,201406,201306.0,0.0,104728963.0,104728963.0,130456969.0,0.0,0.0,0.0,0.0,0.0,0.0,10023-7129,10023
