,EIN,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ASS_BOY,ASS_EOY,BLOCK,BOND_BOY,BOND_EOY,CENSUSTRACT,CITY,CLASSCD,COMPENS,COMPENSP,CONT,CONTACT,CONTP,DEDUCTCD,DIREXP,EOSTATUS,EPOSTCARD,EXPS,EXPSP,FILENAME,FIPS,FISYR,FISYRP,FNDNCD,FRCD,FUNDBAL,FUNDFEES,FUNDFEESP,FUNDINC,FUNDINCP,GFTGRNTSRCVD170,GOODS,GRPROF,GRPROFP,GRREC,GRRECMEM,GRRECOTH,GRRECPUB,GRSINC170,GRSINCFNDRSNG,GRSINCGAMING,GRSRCPTSADMISSN509,GRSRCPTSRELATED170,GRSRNTSPRSNL,GRSRNTSREAL,INITFEES,INPRIOR,INPRIORSRC,INVENTG,INVINC,INVINCP,LATITUDE,LESSDIRFNDRSNG,LESSDIRGAMING,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LIAB_BOY,LIAB_EOY,LONGITUDE,MAJGRPB,MANUALLY_FIXED,MRTG_BOY,MRTG_EOY,MSA_NECH,NAICS,NAME,NCCSKEY,NCCSKEY2,NETA_BOY,NETGNLS,NETINC,NETINCFNDRSNG,NETINCGAMING,NETINCP,NETRENT,NETRENTP,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEEFINAL1,NTEEIRS,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,ORGCD,OTHCHGS,OTHINC,OTHINCP,OTHSAL,OTHSALP,OUTNCCS,OUTREAS,PAYTAX,PAYTAXP,PMSA,PROGREV,PROGREVP,Q78A,RANDNUM,REASON,RENTEXP,RENTINC,RETEARN,RETE_BOY,RNTLEXPNSPRSNL,RNTLEXPNSREAL,RNTLINCPRSNL,RNTLINCREAL,ROYALTSINC,RULEDATE,SALEOTHE,SALEOTHG,SALEOTHN,SALEOTHNP,SALESECN,SALESECNP,SALESEXP,SECUR,SEC_NAME,SOIYR,SOURCE,SPEVTG,SRVCSVAL170,SRVCSVAL509,STATE,STYEAR,SUBCD,SUBSECCD,SUBTOTSUPPINC509,TAXPER,TAXPERP,TOTGFTGRNTRCVD509,TOTREV,TOTREV2,TOTREVP,TOTSUPP509,TXEXMPTBNDSPROCEEDS,TXREVNUELEVIED170,TXREVNUELEVIED509,UNSECUREDNOTESEND,VALIDATION_STATE,ZIP,ZIP5
7292,113216404,9,317.0,0.0,0.0,3206 CLARENDON RD,3.0,42445.0,34418,360470830001001.0,0.0,0.0,36047083000.0,BROOKLYN,10,5600.0,13150.0,13000,FREDERICK BALLENTYNE,15600.0,2.0,0,1.0,0,95331,138405.0,113216404_201509_990O,36047.0,2015,2014.0,0,10.0,34418,0.0,0.0,0.0,0.0,0.0,0,0,0.0,87304,0.0,0.0,,0.0,0,0,550629.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,28,85.0,40.6433,0.0,0.0,O,O,AR,A,0.0,0,-73.9468,A,,0.0,0.0,5602.0,710000.0,CARIBBEAN CUP INC,113216404201509,1132164042015,42445.0,0,-8027,0,0.0,-12549.0,0.0,0.0,A,A23,,A23,A,,BEST,AR,AR,AR,1.0,,0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,74276,110171.0,N,0.26480241763017576,9,0.0,0.0,29582.0,37609.0,0.0,0.0,0.0,0.0,0.0,199609,0,0,0,0.0,0.0,0.0,0.0,0.0,,20149.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20149,4,4.0,0.0,201509,201409.0,74100.0,87304,87304,125856.0,624729.0,0.0,0.0,0.0,0.0,0.0,11226-6418,11226
7303,113238845,12,205.0,0.0,0.0,23-24 STEINWAY STREET,3.0,104357.0,127884,360810137001011.0,0.0,0.0,36081013700.0,ASTORIA,20,0.0,0.0,0,WILLY L ZAMBRANO,3032.0,2.0,0,1.0,0,54304,60776.0,113238845_201412_990EZ,36081.0,2014,2013.0,0,10.0,127884,0.0,0.0,0.0,0.0,,0,0,0.0,77226,,,0.0,0.0,0,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,0,84,220.0,40.7706,0.0,0.0,O,O,AR,A,0.0,0,-73.9088,A,,0.0,0.0,5602.0,710000.0,A I A QUEENS INC,113238845201412,1132388452014,104357.0,0,22922,0,0.0,7159.0,0.0,0.0,A,A40,,A40,A,,NEW,AR,AR,AR,1.0,605.0,0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,77142,64683.0,N,0.4566932397000932,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,199503,0,0,0,0.0,0.0,0.0,0.0,,,20140.0,15eofinextractEZ.dat,0,0.0,0.0,NY,20140,6,6.0,0.0,201412,201312.0,0.0,77226,77226,67935.0,0.0,0.0,0.0,0.0,0.0,0.0,11105-1999,11105
7309,113261970,12,0.0,0.0,0.0,C/O45-25 162ND STREET,3.0,143056.0,135092,360811175004010.0,0.0,0.0,36081117500.0,FLUSHING,20,0.0,0.0,108959,,106450.0,2.0,0,1.0,0,117559,106788.0,113261970_201412_990EZ,36081.0,2014,2013.0,0,10.0,135092,0.0,0.0,0.0,0.0,,0,0,0.0,109595,,,0.0,0.0,0,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,0,636,538.0,40.7604,0.0,0.0,O,O,AR,A,0.0,0,-73.7958,A,,0.0,0.0,5602.0,710000.0,KOREAN AIR CONDITIONING AND REFRIG ASSOC OF NY INC,113261970201412,1132619702014,143056.0,0,-7964,0,0.0,200.0,0.0,0.0,A,A23,,A23,A,S40,BEST,AR,AR,AR,1.0,0.0,0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,0,0.0,N,0.6777226191639123,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,200003,0,0,0,0.0,0.0,0.0,0.0,,,20140.0,15eofinextractEZ.dat,0,0.0,0.0,NY,20140,6,6.0,0.0,201412,201312.0,0.0,109595,109595,106988.0,0.0,0.0,0.0,0.0,0.0,0.0,11358-0000,11358
7345,113383944,12,205.0,0.0,0.0,44-01 FRANCIS LEWIS BLVD,3.0,73320.0,91801,360811463002007.0,0.0,0.0,36081146300.0,BAYSIDE,10,0.0,0.0,72831,KEVIN LEE MD,99034.0,1.0,0,1.0,0,54351,125606.0,113383944_201412_990EZ,36081.0,2014,2013.0,0,10.0,91801,0.0,0.0,0.0,0.0,,0,0,0.0,72831,,,0.0,0.0,0,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,0,0,137.0,40.7573,0.0,0.0,O,O,AR,A,0.0,0,-73.7832,A,,0.0,0.0,5602.0,710000.0,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,113383944201412,1133839442014,73320.0,0,18480,0,0.0,-26435.0,0.0,0.0,A,A23,,A23,A,,BEST,AR,AR,AR,1.0,0.0,0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,0,0.0,N,0.4014023605442412,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,199710,0,0,0,0.0,0.0,0.0,0.0,,,20140.0,15eofinextractEZ.dat,0,0.0,0.0,NY,20140,6,6.0,0.0,201412,201312.0,0.0,72831,72831,99171.0,0.0,0.0,0.0,0.0,0.0,0.0,11361-3028,11361
7371,113477797,12,279.0,210.0,0.0,2227 33RD ST,9.0,808202.0,801111,,0.0,0.0,,ASTORIA,10,0.0,0.0,7940,PAUL MOUTAFIS,6400.0,1.0,17063,1.0,0,65828,101870.0,113477797_201412_990O,36081.0,2014,2013.0,0,10.0,109734,0.0,0.0,19137.0,0.0,0.0,0,0,0.0,199440,0.0,0.0,,0.0,36200,0,0.0,0.0,0.0,98212.0,0,1,rtf13_990_VER,0,0,0.0,40.7736,17063.0,0.0,O,O,AR,A,733452.0,691377,-73.9118,A,,0.0,0.0,5602.0,710000.0,PANCRETAN ASSOCIATION OF AMERICA SYLLOGOS KRETON MINOS,113477797201412,1134777972014,74750.0,0,34984,19137,0.0,6483.0,16647.0,17330.0,A,A23,,A23,A,N31,SOI,AR,AR,AR,5.0,,0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,57088,84623.0,N,0.7574468455943967,0,81565.0,98212.0,-50266.0,-85250.0,0.0,81565.0,0.0,16647.0,0.0,194603,0,0,0,0.0,0.0,0.0,0.0,0.0,SYLLOGOS KRETON MINOS,20140.0,15eofinextract990.dat.dat,36200,0.0,0.0,NY,20140,4,4.0,0.0,201412,201312.0,0.0,100812,100812,108353.0,0.0,0.0,0.0,0.0,0.0,0.0,11106-0000,11105
7557,116036702,4,904.0,602.0,328.0,1622 CHURCH RD,3.0,358845.0,306102,360811072011036.0,0.0,0.0,36081107201.0,BROAD CHANNEL,10,0.0,0.0,0,,0.0,2.0,0,1.0,0,155290,80450.0,116036702_201504_990O,36081.0,2015,2014.0,0,10.0,202722,0.0,0.0,0.0,0.0,0.0,42401,42689,0.0,128271,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,85090,67,107.0,40.6013,0.0,0.0,O,O,AR,A,86703.0,103380,-73.8194,A,,0.0,0.0,5602.0,513120.0,NORTH CHANNEL YACHT CLUB INC,116036702201504,1160367022015,272142.0,0,-69420,0,0.0,-33798.0,0.0,0.0,A,A32,,A32,A,,BEST,AR,AR,AR,1.0,,0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,43114,46545.0,N,0.7912706544169988,0,0.0,0.0,202722.0,179415.0,0.0,0.0,0.0,0.0,0.0,195712,0,0,0,0.0,0.0,0.0,0.0,0.0,,20149.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20149,7,7.0,0.0,201504,201404.0,0.0,85870,85870,46652.0,0.0,0.0,0.0,0.0,0.0,0.0,11414-0637,11693
7632,116102176,12,263.0,264.0,279.0,10916 JAMAICA AVE,9.0,109567.0,130327,360810122001001.0,0.0,0.0,36081012200.0,RICHMOND HILL,30,90999.0,81773.0,285948,GT KLOPFER,207227.0,2.0,0,1.0,0,215083,200336.0,116102176_201412_990O,36081.0,2014,2013.0,0,10.0,130327,0.0,0.0,0.0,0.0,0.0,0,0,0.0,285948,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,0,0.0,40.6986,0.0,0.0,O,O,AR,A,0.0,0,-73.8313,A,,0.0,0.0,5602.0,710000.0,NATIONAL ASSOCIATION OF LETTER CARRIERS 0562 JAMAICA NEW YORK,116102176201412,1161021762014,109567.0,0,70865,0,0.0,6891.0,0.0,0.0,A,A23,,A23,A,,BEST,AR,AR,AR,5.0,,0,0.0,10627.0,0.0,IN,,20597.0,0.0,5600.0,0,0.0,N,0.6737779940326937,0,0.0,0.0,130327.0,109567.0,0.0,0.0,0.0,0.0,0.0,194409,0,0,0,0.0,0.0,0.0,0.0,0.0,0562 JAMAICA NEW YORK,20140.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20140,5,5.0,0.0,201412,201312.0,0.0,285948,285948,207227.0,0.0,0.0,0.0,0.0,0.0,0.0,11418-2334,11418
7689,130417765,12,919.0,0.0,0.0,432 PARK AVE SOUTH,3.0,8088885.0,5989664,360610074003003.0,0.0,0.0,36061007400.0,NEW YORK,10,0.0,0.0,5569433,,5163468.0,2.0,0,1.0,0,10010844,10362006.0,130417765_201412_990O,36061.0,2014,2013.0,0,10.0,2694963,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11430340,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,59838,328499.0,40.7443,0.0,0.0,O,O,AR,A,5411670.0,3294701,-73.9835,A,,0.0,0.0,5602.0,813920.0,ADVERTISING RESEARCH FOUNDATION INC,130417765201412,1304177652014,2677215.0,-1205,-12005,0,0.0,-164491.0,0.0,0.0,A,A03,,A03,A,,SOI,AR,AR,AR,1.0,,16576,3658.0,2037469.0,1357563.0,IN,,0.0,0.0,5600.0,4354197,4708974.0,N,0.1429965755342918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194303,0,0,0,-7084.0,-1205.0,-2213.0,1431501.0,1430296.0,,20140.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20140,6,6.0,0.0,201412,201312.0,0.0,9998839,9998839,10197515.0,0.0,0.0,0.0,0.0,0.0,0.0,10016-8013,10016
7698,130431735,3,263.0,0.0,0.0,363 SEVENTH AVENUE - 17TH FLOOR,2.0,1698718.0,1933632,,0.0,0.0,,NEW YORK,30,50600.0,45600.0,0,,0.0,2.0,0,1.0,0,585743,724649.0,130431735_201403_990O,36061.0,2014,2013.0,0,10.0,1906791,0.0,0.0,0.0,0.0,0.0,0,0,0.0,828893,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,1762,151.0,40.7485,0.0,0.0,O,O,AR,A,35077.0,26841,-73.9925,A,,0.0,0.0,5602.0,710000.0,AMERICAN GUILD OF VARIETY ARTISTS,130431735201403,1304317352014,1663641.0,0,243150,0,0.0,184673.0,0.0,0.0,A,A99,,A99,A,,WORD,AR,AR,AR,5.0,,76,6315.0,238428.0,288304.0,IN,,22173.0,25615.0,5600.0,827055,902856.0,N,0.7125445235881807,0,0.0,0.0,1906791.0,1663641.0,0.0,0.0,0.0,0.0,0.0,195711,0,0,0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20139,5,5.0,0.0,201403,201303.0,0.0,828893,828893,909322.0,0.0,0.0,0.0,0.0,0.0,0.0,10001-3904,10001
7713,130453215,12,59.0,205.0,279.0,370 7TH AVE,2.0,472060.0,412214,,0.0,0.0,,NEW YORK,20,35102.0,36541.0,0,ARNOLD MERRITT,0.0,2.0,0,1.0,0,155469,197754.0,130453215_201412_990O,36061.0,2014,2013.0,0,10.0,358833,0.0,0.0,0.0,0.0,0.0,0,0,0.0,237931,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,6430,6460.0,40.7485,0.0,0.0,O,O,AR,A,92051.0,53381,-73.9925,A,,0.0,0.0,5602.0,710000.0,ASSOCIATION OF MASTER PAINTERS AND DECORATORS OF THE CITY OF NEW YORK ASSOC OF MASTER PAINTERS AND DECORATO,130453215201412,1304532152014,380009.0,19606,-30233,0,0.0,-75980.0,0.0,0.0,A,A40,,A40,A,,BEST,AR,AR,AR,5.0,,0,0.0,27579.0,22737.0,IN,,4255.0,5535.0,5600.0,99200,102800.0,N,0.5108269861478401,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194409,0,1240,1240,12514.0,18366.0,0.0,112695.0,131061.0,ASSOC OF MASTER PAINTERS & DECORATO,20140.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20140,6,6.0,0.0,201412,201312.0,0.0,125236,125236,121774.0,0.0,0.0,0.0,0.0,0.0,0.0,10001-3967,10001
7716,130460219,5,261.0,0.0,0.0,545 W 45TH ST SECOND FLOOR,9.0,673516.0,721950,360610129002008.0,0.0,0.0,36061012900.0,NEW YORK,30,207077.0,282306.0,0,JOHN SEID,0.0,2.0,0,1.0,0,774456,836236.0,130460219_201405_990O,36061.0,2014,2013.0,0,10.0,662143,0.0,0.0,0.0,0.0,0.0,0,0,0.0,841497,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,147,419.0,40.762,0.0,0.0,O,O,AR,A,78411.0,59807,-73.9953,A,,0.0,0.0,5602.0,711110.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES AND MOVING PICTURE M 306 LOCAL,130460219201405,1304602192014,595105.0,0,67041,0,0.0,15480.0,0.0,0.0,A,A65,,A65,A,,ZZ,AR,AR,AR,5.0,,1486,80.0,0.0,134763.0,IN,,32885.0,28802.0,5600.0,839864,851217.0,N,0.6983381132083059,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198403,0,0,0,0.0,0.0,0.0,0.0,0.0,306 LOCAL,20139.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20139,5,5.0,0.0,201405,201305.0,0.0,841497,841497,851716.0,0.0,0.0,0.0,0.0,0.0,0.0,10036-3409,10036
7742,130689125,12,263.0,279.0,0.0,31 WEST 34TH STREET 7013,3.0,38459.0,29350,360610076001000.0,0.0,0.0,36061007600.0,NEW YORK,30,30000.0,24000.0,0,,0.0,2.0,0,1.0,0,189595,205695.0,130689125_201412_990O,36061.0,2014,2013.0,0,10.0,-264031,0.0,0.0,0.0,0.0,0.0,0,0,0.0,182382,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,210,163.0,40.748776,0.0,0.0,O,S,ZA,A,309964.0,293381,-73.985333,A,,291147.0,286549.0,5602.0,813219.0,EXHIBITION EMPLOYEES 829 GENERAL FUND,130689125201412,1306891252014,-271505.0,-3131,-10344,0,0.0,-22912.0,0.0,0.0,A,A114,,A1140,A,,BEST,AR,AR,AR,5.0,,0,0.0,16875.0,0.0,IN,,4340.0,2054.0,5600.0,182172,182620.0,N,0.42136739898471376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195804,3131,0,-3131,0.0,0.0,0.0,0.0,0.0,,20140.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20140,5,5.0,0.0,201412,201312.0,0.0,179251,179251,182783.0,0.0,0.0,0.0,0.0,0.0,0.0,10001-3009,10001
7760,130876693,12,264.0,0.0,0.0,275 7TH AVENUE ROOM 18TH FL,3.0,67738.0,64805,360610091002000.0,0.0,0.0,36061009100.0,NEW YORK,30,0.0,0.0,0,,0.0,2.0,30732,1.0,0,12138,19785.0,130876693_201412_990EZ,36061.0,2014,2013.0,0,20.0,64805,0.0,0.0,0.0,12771.0,,0,0,0.0,39937,,,0.0,0.0,38382,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,0,0,0.0,40.7459,0.0,0.0,O,O,AR,A,0.0,0,-73.9945,A,,0.0,0.0,5602.0,710000.0,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,130876693201412,1308766932014,67738.0,0,-2933,7650,0.0,-5874.0,0.0,0.0,A,A23,,A23,A,,BEST,AR,AR,AR,1.0,0.0,0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,1555,1140.0,N,0.9885486359678932,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,195005,0,0,0,0.0,0.0,0.0,0.0,,,20140.0,15eofinextractEZ.dat,38382,0.0,0.0,NY,20140,4,4.0,0.0,201412,201312.0,0.0,9205,9205,13911.0,0.0,0.0,0.0,0.0,0.0,0.0,10001-6721,10001
7766,130951470,8,119.0,205.0,279.0,729 SEVENTH AVENUE 5TH FLOOR,3.0,10768838.0,13804002,360610112021003.0,0.0,0.0,36061011202.0,NEW YORK,20,701679.0,988776.0,0,,1092557.0,2.0,0,1.0,0,7662661,7587315.0,130951470_201408_990O,36061.0,2014,2013.0,0,10.0,11497978,0.0,0.0,0.0,0.0,0.0,0,0,0.0,10686833,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,30741,15423.0,40.762661,0.0,0.0,O,O,AR,A,2002108.0,2306024,-73.97416899999999,A,,0.0,0.0,5602.0,813920.0,THE BROADWAY LEAGUE INC,130951470201408,1309514702014,8766730.0,0,3024172,0,0.0,1773239.0,0.0,0.0,A,A036,,A0365,A,,SOI,AR,AR,AR,1.0,,0,0.0,2616196.0,2285357.0,IN,,212877.0,202961.0,5600.0,9622337,7441193.0,Y,0.6425123662885499,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033755.0,194210,0,0,0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20139,6,6.0,0.0,201408,201308.0,0.0,10686833,10686833,9360554.0,0.0,0.0,0.0,0.0,0.0,0.0,10019-6831,10019
7790,131087160,12,200.0,0.0,0.0,757 3RD AVE FL 11,3.0,8639600.0,11260054,360610090005001.0,0.0,0.0,36061009000.0,NEW YORK,20,1824597.0,2457193.0,0,,0.0,2.0,0,1.0,0,8532947,10478520.0,131087160_201412_990O,36061.0,2014,2013.0,0,10.0,7999669,0.0,0.0,0.0,0.0,0.0,0,5701,0.0,9988160,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,5701,86412,76024.0,40.7539,0.0,0.0,O,O,AR,A,708117.0,3260385,-73.9721,A,,0.0,0.0,5602.0,813920.0,MAGAZINE PUBLISHERS OF AMERICA INC,131087160201412,1310871602014,7931483.0,39648,72855,0,0.0,-562515.0,0.0,0.0,A,A033,,A0333,A,,NEW,AR,AR,AR,1.0,,100783,149349.0,2141812.0,1447127.0,IN,,234127.0,221164.0,5600.0,7473258,8789230.0,N,0.5519446533903121,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,194209,0,0,0,3404.0,39648.0,0.0,1382358.0,1422006.0,,20140.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20140,6,6.0,0.0,201412,201312.0,0.0,8605802,8605802,9916005.0,0.0,0.0,0.0,0.0,0.0,0.0,10017-2013,10017
7834,131394480,12,205.0,0.0,0.0,561 7TH AVENUE 12TH FL,3.0,2062940.0,1094778,360610082001004.0,0.0,0.0,36061008200.0,NEW YORK,20,907942.0,910778.0,0,KYM FRANK,0.0,2.0,0,1.0,0,4493688,4893451.0,131394480_201412_990O,36061.0,2014,2013.0,0,10.0,773200,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4405014,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,1751,3015.0,40.7512,0.0,0.0,O,O,AR,A,1201066.0,321578,-73.9804,A,,0.0,0.0,5602.0,510000.0,TRAFFIC AUDIT BUREAU FOR MEDIA MEASUREMENT INC,131394480201412,1313944802014,861874.0,0,-88674,0,0.0,56776.0,0.0,0.0,A,A30,,A30,A,,BEST,AR,AR,AR,1.0,,0,0.0,512909.0,672289.0,IN,,96220.0,101944.0,5600.0,4403263,4947212.0,N,0.891747205470835,0,0.0,0.0,773200.0,861874.0,0.0,0.0,0.0,0.0,0.0,195501,0,0,0,0.0,0.0,0.0,0.0,0.0,,20140.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20140,6,6.0,0.0,201412,201312.0,0.0,4405014,4405014,4950227.0,0.0,0.0,0.0,0.0,0.0,0.0,10018-1812,10018
7838,131395875,12,263.0,264.0,279.0,1430 BROADWAY 8TH FLOOR,9.0,2817845.0,2878880,,0.0,0.0,36061011300.0,NEW YORK,30,289870.0,319767.0,0,PETER ATTANASIO JR,0.0,2.0,0,1.0,0,1263148,1081261.0,131395875_201412_990O,36061.0,2014,2013.0,0,10.0,2837413,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1333507,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,6653,5886.0,40.754318,0.0,0.0,O,O,AR,A,50791.0,41467,-73.98686500000001,A,,0.0,0.0,5602.0,711110.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMP AND MVG PIC MACH OP US AND CAN 751 IATSE,131395875201412,1313958752014,2767054.0,0,70359,0,0.0,167886.0,0.0,0.0,A,A65,,A65,A,J40,ZZ,AR,AR,AR,5.0,,0,0.0,199223.0,184855.0,IN,,43596.0,33381.0,5600.0,1326854,1243261.0,N,0.3752081394857497,0,0.0,0.0,2837413.0,2767054.0,0.0,0.0,0.0,0.0,0.0,194104,0,0,0,0.0,0.0,0.0,0.0,0.0,751 IATSE,20140.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20140,5,5.0,0.0,201412,201312.0,0.0,1333507,1333507,1249147.0,0.0,0.0,0.0,0.0,0.0,0.0,10018-3308,10018
7844,131426099,4,999.0,0.0,0.0,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,3.0,169304.0,174444,360810558002007.0,0.0,0.0,36081055800.0,QUEENS VILLAGE,10,0.0,0.0,0,SEAN MCGOVERN,0.0,2.0,77915,1.0,0,23682,24138.0,131426099_201504_990EZ,36081.0,2015,2014.0,0,20.0,174444,0.0,0.0,0.0,14792.0,,0,0,0.0,106736,,,0.0,0.0,97487,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,0,8449,19201.0,40.7206,0.0,0.0,O,O,AR,A,0.0,0,-73.7421,A,,0.0,0.0,5602.0,710000.0,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,131426099201504,1314260992015,169304.0,0,5139,19572,0.0,10655.0,0.0,0.0,A,A23,,A23,A,,BEST,AR,AR,AR,5.0,0.0,0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,800,800.0,N,0.9632519367905954,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,195604,0,0,0,0.0,0.0,0.0,0.0,,,20149.0,15eofinextractEZ.dat,97487,0.0,0.0,NY,20149,4,4.0,0.0,201504,201404.0,0.0,28821,28821,34793.0,0.0,0.0,0.0,0.0,0.0,0.0,11428-1857,11428
7845,131426730,12,0.0,0.0,0.0,29 WEST 38TH ST 15TH FL,9.0,5017811.0,5272278,360610084002001.0,0.0,0.0,36061008400.0,NEW YORK,30,909247.0,895823.0,0,CATHY SANTUCCI-KEATOR,0.0,2.0,0,1.0,0,5377325,4963838.0,131426730_201412_990O,36061.0,2014,2013.0,0,10.0,4503826,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6123257,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,76846,43017.0,40.7514,0.0,0.0,O,O,AR,A,688248.0,768452,-73.9834,A,,0.0,0.0,5602.0,711110.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES AND MOVING PICTURE 829 UNITED SCENIC ARTISTS LOC IATSE,131426730201412,1314267302014,4329563.0,34569,140544,0,0.0,573276.0,0.0,0.0,A,A65,,A65,A,,ZZ,AR,AR,AR,5.0,,117363,103046.0,1257431.0,1233091.0,IN,,161952.0,157034.0,5600.0,5289091,5343033.0,N,0.15577357963014726,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194104,6493,0,-6493,48018.0,41062.0,0.0,598895.0,639957.0,829 UNITED SCENIC ARTISTS LOC IATSE,20140.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20140,5,5.0,0.0,201412,201312.0,0.0,5517869,5517869,5537114.0,0.0,0.0,0.0,0.0,146613.0,0.0,10018-5504,10018
7863,131520977,9,119.0,0.0,0.0,PO BOX 2066,3.0,15478.0,40164,360610126002000.0,0.0,0.0,36061012600.0,NEW YORK,10,0.0,0.0,0,,0.0,2.0,0,1.0,0,106385,160814.0,131520977_201409_990O,36061.0,2014,2013.0,0,10.0,40164,0.0,0.0,0.0,0.0,0.0,0,0,0.0,131071,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0,0,0.0,40.7688,0.0,0.0,O,O,AR,A,0.0,0,-73.9603,A,,0.0,0.0,5602.0,813920.0,ART AND ANTIQUE DEALERS LEAGUE OF AMERICA INC,131520977201409,1315209772014,15478.0,0,24686,0,0.0,-87689.0,0.0,0.0,A,A038,,A0380,A,,BEST,AR,AR,AR,1.0,,0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,131071,73125.0,N,0.5224504385125205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197601,0,0,0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0,0.0,0.0,NY,20139,6,6.0,0.0,201409,201309.0,0.0,131071,131071,73125.0,0.0,0.0,0.0,0.0,0.0,0.0,10021-0052,10021
