,EIN,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ASS_CODE,BLOCK,CENSUSTRACT,CITY,CLASSCD,CONTACT,DEDUCTCD,EOSTATUS,FIPS,FISYR,FNDNCD,FRCD,INC_CODE,LATITUDE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LONGITUDE,MAJGRPB,MANUALLY_FIXED,MSA_NECH,NAICS,NAME,NCCSKEY,NCCSKEY2,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEEFINAL1,NTEEIRS,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,ORGCD,OUTNCCS,OUTREAS,P10MIR,P10TASST,P11DISTR,P13UNDST,P14A4942,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14B4942,P14C4942,P14D4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14T4942,P14TASVL,P14TENDW,P14TGINV,P14TNADJ,P14TPSUP,P14TQDIS,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P1ADMEXP,P1CHAEXP,P1CONTPD,P1DIVID,P1EXCREV,P1GINVPF,P1GOODS,P1GRENTS,P1INTREV,P1INVEXP,P1INVRV,P1NADINC,P1NADJRV,P1NETINV,P1NGASTS,P1OFCOMP,P1OTHINC,P1TADJEX,P1TCONT,P1TEXMEX,P1TINVEX,P1TOTEXP,P1TOTREV,P2CASHBV,P2CRPBND,P2CRPSTK,P2EYASST,P2EYOTIN,P2GVTINV,P2MORTG,P2MTGNTS,P2TASFMV,P2TINVSC,P2TLIABL,P2TOTAST,P3EYTFND,P6DOMORG,P6ESTTX,P6EXMPF,P6TEXCTX,P6TX4940,P6TX511,P6TXCRDT,P6TXINV,P6TXPNLT,P6TXRFD,P6TXSUBA,P6TXWERR,P6TXWTH,P7BUSINT,P7DISBOR,P7DISPAY,P7DISSAL,P7DISSER,P7DISTRA,P7ELECT,P7INDGRT,P7JEOINV,P7LIQUID,P7ORGGRT,P7OTHPUR,P7PAYGVT,P7POFCLM,P7POLIT,P7PROPAG,P7UNDINC,PMSA,RANDNUM,RECCODE,RULEDATE,SEC_NAME,SOURCE,STATE,STYEAR,SUBSECCD,TAXPER,TFLD,VALIDATION_STATE,ZIP,ZIP5
916,113388258,12,994.0,561.0,0.0,36 EAST 30TH STREET,3.0,3.0,360610074003003.0,36061007400.0,NEW YORK,20.0,LTI,1.0,1,36061.0,2015,4.0,1.0,4.0,40.7451,PF,S,ZB,A,-73.9847,A,,5602.0,813219.0,PENUMBRA FOUNDATION,113388258201512,1133882582015,A,A126,,A1261,A,A42Z,BEST,AR,AR,AR,1.0,IN,,2467.0,50085.0,2467.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260263,247707.0,0,0,-4701,0,0.0,0,0,0.0,0.0,253966.0,253966.0,0.0,0,0.0,253966,0.0,1596,247707.0,0.0,260263,255562,50085.0,0,0,50085.0,0.0,0,0.0,0.0,50085,0,1473.0,50085,48612.0,N,300,N,0,0.0,0.0,300.0,0,0,300,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.2627741991656212,N,199710.0,,16eofinextract990pf.dat,NY,2015,3,201512,-300,0.0,10016-7394,10016.0
975,113433858,4,0.0,0.0,0.0,3931 29TH ST,3.0,3.0,,36081019900.0,LONG IS CITY,20.0,ANA MARIA NI,1.0,1,36081.0,2016,4.0,1.0,2.0,40.7382,PF,S,AR,A,-73.9406,A,,5602.0,512110.0,CENTER FOR THE HOLOGRAPHIC ARTS INC,113433858201604,1134338582016,A,A31,,A31,A,B82,BEST,AR,AR,AR,1.0,IN,,210.0,4260.0,210.0,210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22441,0.0,550,0,16966,280,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1387.0,2458,0.0,37219,0.0,0.0,22991,39957,16673.0,0,0,54673.0,0.0,0,0.0,0.0,54673,0,0.0,54673,54673.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,5600.0,0.32382622466342603,N,199909.0,,16eofinextract990pf.dat,NY,2015,3,201604,0,0.0,11102-4032,11101.0
1052,113472708,12,0.0,0.0,0.0,11816 101ST AVE,3.0,1.0,360810158023004.0,36081015802.0,S RICHMOND HL,10.0,JAMES STRUHS,1.0,1,36081.0,2015,4.0,1.0,1.0,40.6868,PF,S,AR,A,-73.82300000000001,A,,5602.0,513120.0,SILENT VOICES INC,113472708201512,1134727082015,A,A32,,A32,A,A32,IRS,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,0.0,0,0,1.0,0.0,0,0.0,0.0,0,0,0.0,1,0.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.2683692366618231,N,199908.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,11419-1230,11419.0
1251,113630680,6,0.0,0.0,0.0,1103 45TH AVE,3.0,5.0,360810001001002.0,36081000100.0,LONG IS CITY,10.0,DAVID DORSKY,1.0,1,36081.0,2015,3.0,1.0,4.0,40.749,PF,O,AR,A,-73.9544,A,,5602.0,712110.0,DORSKY GALLERY CURATORIAL PROGRAMS,113630680201506,1136306802015,A,A50,,A50,A,A51,BEST,AR,AR,AR,1.0,IN,,2988.0,60663.0,0.0,0.0,0,1,0,0,0,0,0,0,1992,1465,2138,18918,0,0,0,0,2786,2197,3207,1561,0,0,0,0,188067,184690,173076,244384,0,1,24513,0,9751,0,790217,0,0,0,0,0,250080,188067.0,0,0,-97680,0,0.0,0,25,0.0,25.0,2786.0,5600.0,25.0,0,0.0,5575,2814.0,146800,188067.0,0.0,250080,152400,661.0,0,0,532693.0,0.0,0,0.0,0.0,532693,0,45988.0,532693,486705.0,Y,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.5082773812176848,Y,200204.0,,16eofinextract990pf.dat,NY,2014,3,201506,0,0.0,11101-5109,11101.0
1341,113817054,12,0.0,0.0,0.0,C/O FRADD 111 W 110TH STREET,3.0,6.0,,,NEW YORK,10.0,FRADD,1.0,1,36061.0,2015,4.0,1.0,8.0,40.7971,PF,S,AR,A,-73.9496,A,,5602.0,611610.0,NEWBURGH INSTITUTE FOR THE ARTS AND IDEAS,113817054201512,1138170542015,A,A25,,A25,A,T20,BEST,AR,AR,AR,1.0,IN,,36857.0,748363.0,31054.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23331,0.0,26875,210,239957,0,0.0,0,4903,0.0,290163.0,290163.0,290163.0,290163.0,285050,0.0,0,0.0,0,26875.0,0.0,50206,290163,11382.0,0,779135,935651.0,0.0,0,145134.0,0.0,935651,779135,39500.0,935651,896151.0,N,0,N,5803,5803.0,0.0,0.0,0,3,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.5668283852886896,N,200801.0,,16eofinextract990pf.dat,NY,2015,3,201512,5806,0.0,10026-0000,10026.0
1423,116036776,3,60.0,91.0,0.0,380 WEST BROADWAY,3.0,6.0,360610047001002.0,36061004700.0,NEW YORK,10.0,,1.0,1,36061.0,2016,3.0,1.0,3.0,40.7237,PF,O,AR,A,-74.0028,A,,5602.0,813920.0,ANONYMOUS ARTS RECOVERY SOCIETY INCORPORATED,116036776201603,1160367762016,A,A03,,A03,A,,BEST,AR,AR,AR,1.0,IN,,1862.0,37813.0,0.0,0.0,0,1,0,0,0,0,0,0,1241,1013,1090,1012,0,0,0,0,1,0,0,0,0,0,0,0,9372,10418,16094,7726,0,1,4356,0,1,0,43610,0,0,0,0,0,11569,9122.0,250,0,49559,0,0.0,0,0,96.0,0.0,0.0,0.0,0.0,0,0.0,0,2351.0,61378,9372.0,96.0,11819,61378,64489.0,0,0,1020975.0,0.0,0,0.0,0.0,1020975,0,6558.0,1020975,1014417.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.36110714470264704,Y,196311.0,,16eofinextract990pf.dat,NY,2015,3,201603,0,0.0,10012-5115,10012.0
1603,116588142,12,0.0,0.0,0.0,188 SULLIVAN STREET,3.0,5.0,360610065003003.0,36061006500.0,NEW YORK,10.0,DAY BERRY &,1.0,1,36061.0,2015,4.0,1.0,4.0,40.7285,PF,S,AR,A,-74.0008,A,,5602.0,711130.0,SPIRALIS MUSIC TR CHOU WEN CHUNG TTEE,116588142201512,1165881422015,A,A68,,A68,A,T20,BEST,AR,AR,AR,2.0,IN,,39577.0,803600.0,39347.0,9053.0,0,0,0,0,0,0,0,0,26385,27495,27665,26973,0,0,0,0,14388,15258,11907,40346,0,0,0,0,30294,43485,39727,16974,0,0,108518,0,81899,0,130480,0,0,0,0,0,53490,30294.0,13841,22315,-36430,0,0.0,0,0,7927.0,30901.0,14388.0,22315.0,22974.0,8586,0.0,0,7927.0,0,30294.0,7927.0,67331,30901,10043.0,235072,269554,785230.0,0.0,0,0.0,0.0,785230,504626,152530.0,621928,469398.0,Y,0,N,230,230.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,5600.0,0.27781534324709845,N,200401.0,CHOU WEN-CHUNG TTEE,16eofinextract990pf.dat,NY,2015,3,201512,230,0.0,10012-2692,10012.0
1655,131656673,12,119.0,59.0,40.0,75 VARICK STREET 11TH FLOOR,3.0,8.0,360610037003014.0,36061003700.0,NEW YORK,20.0,,1.0,1,36061.0,2015,3.0,1.0,8.0,40.722653,PF,O,AR,A,-74.006417,A,,5602.0,710000.0,NATIONAL SCULPTURE SOCIETY,131656673201512,1316566732015,A,A40,,A40,A,,BEST,AR,AR,AR,1.0,IN,,512011.0,10396157.0,0.0,0.0,0,1,0,0,0,0,0,0,341341,336953,221177,280737,0,0,0,0,319469,185015,113157,107380,0,0,0,0,410375,410045,284755,226855,0,1,1180208,0,725021,0,1332030,0,0,0,0,0,675348,378025.0,32350,266713,134701,0,0.0,0,41,81402.0,371928.0,319469.0,617845.0,290526.0,105174,78990.0,245917,298376.0,224554,410375.0,81402.0,707698,842399,58635.0,1878733,4218339,12947469.0,2775191.0,1054077,0.0,0.0,12947469,7151149,85761.0,12947469,12861708.0,Y,8136,N,2905,2905.0,0.0,5231.0,0,0,5231,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.7209781218600751,Y,193901.0,,16eofinextract990pf.dat,NY,2015,3,201512,-5231,0.0,10013-1917,10013.0
1684,131873289,12,119.0,0.0,0.0,501 5TH AVE RM 801,3.0,6.0,,,NEW YORK,10.0,,1.0,1,36061.0,2015,4.0,1.0,5.0,40.7535,PF,S,AR,A,-73.9809,A,,5602.0,711130.0,BAGBY FOUNDATION FOR THE MUSICAL ARTS INC,131873289201512,1318732892015,A,A68,,A68,A,A50Z,BEST,AR,AR,AR,1.0,IN,,99786.0,2026111.0,97855.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97123,84725.0,57444,42026,-27199,0,0.0,0,1,10673.0,107218.0,46075.0,46075.0,96545.0,65191,46614.0,0,0.0,20150,142169.0,10673.0,154567,127368,5255.0,204545,1341157,1942622.0,0.0,124358,0.0,0.0,1942622,1670060,1316.0,1775803,1774487.0,N,2297,N,1931,1931.0,0.0,366.0,0,0,366,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.5110620534305091,N,194211.0,,16eofinextract990pf.dat,NY,2015,3,201512,-366,0.0,10017-6107,10017.0
1694,131926551,12,119.0,0.0,0.0,145 E 48TH ST APT 26C,3.0,8.0,360610092001013.0,36061009200.0,NEW YORK,10.0,JOAN FINKELS,1.0,1,36061.0,2015,4.0,1.0,6.0,40.7551,PF,S,AR,A,-73.9731,A,,5602.0,711120.0,HARKNESS FOUNDATION FOR DANCE INC,131926551201512,1319265512015,A,A62,,A62,A,,BEST,AR,AR,AR,1.0,IN,,569504.0,11563537.0,561852.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494941,248490.0,860250,288715,-355073,0,0.0,0,0,234933.0,1000118.0,0.0,0.0,765185.0,711403,0.0,0,0.0,0,1108740.0,234933.0,1355191,1000118,38134.0,0,10176211,10816330.0,0.0,0,0.0,0.0,10816330,10176211,11284.0,10816330,10805046.0,Y,16096,N,7652,7652.0,0.0,18389.0,10000,55,18499,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.2749658291043601,N,197903.0,,16eofinextract990pf.dat,NY,2015,3,201512,-18389,0.0,10017-1259,10017.0
