,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,STYEAR,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
8682,1,6,1,130453230,200111,2001,200243,29490271299012,,N,Y,0,1,2000,1,6,7,919,0,5576707,893900,1046914,49350,0,0,0,3460181,2413267,9036888,8814562,-1884044,1558822,0,4539757,4438784,5668023,6322828,0,0,0,0,0,0,0,0,0,0,0,0,0,2516931,0,0,0,Y,49350,0,0,0,0,-153014,0,0,0,0,0,7989974,-824588,68810,1689960,164900,0,0,176593,643470,0,-1128266,0,0,0,0,0,0,0,0,0,0,0,10017.0,ASSOCIATION OF NATIONAL ADVERTISERS INC,,708 THIRD AVE,NEW YORK,NY,10017-4201,0.0,3.0,2.0,194208.0,2.0,0.0,919.0,205.0,0.0,5.0,13.0,0.0,10.0,11,,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.44653999999999994,,2000,Z99,C,,36061.0,NY,10017.0,NEW YORK,1304532302001,S41,A,PC,O,AR,A,IN,,S41,S,813910.0
8687,1,4,1,130508050,200106,2001,200208,29490040032042,,N,Y,0,1,2000,1,4,3,298,29820,165,0,0,25005,0,0,0,52157,52157,82142,96581,393607,0,0,471262,393607,35726,0,384622,0,0,0,0,0,0,0,0,0,0,0,27490,0,-27490,27152,7,N,21112,3957,0,0,-64,0,0,0,0,0,0,54652,-41929,0,0,0,0,0,0,0,426551,435536,184204,0,152489,131935,0,0,482080,329591,0,0,0,10021.0,BOHEMIAN BENEVOLENT & LITERARY ASSN OF NEW YORK CITY,JAN HIRD POKORNY PRESIDENT,321 E 73RD ST,NEW YORK,NY,10021-3705,0.0,3.0,3.0,196501.0,2.0,0.0,298.0,318.0,319.0,5.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.945,C,2000,A70,C,,36061.0,NY,10021.0,NEW YORK,1305080502001,A23,B,PC,O,AR,A,IN,,A23,A,710000.0
8707,1,4,1,130623590,200112,2001,200250,29490327179212,A33,N,Y,0,1,2001,1,7,6,0,0,0,0,0,95722,0,0,0,2264907,2264907,2264907,3302267,1402728,59217,0,0,9624254,0,8221526,1149664,0,0,0,0,0,0,0,0,0,0,0,0,644993,0,1505859,0,N,95722,0,18333,18333,0,0,0,0,0,0,0,2264907,-1037360,2440088,1387483,102396,0,0,0,61177,1149664,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,FORWARD ASSOC INC,% SAMUEL NORICH,45 E 33RD ST,NEW YORK,NY,10016-5336,0.0,3.0,1.0,200108.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,10.0,12,RADIO BROADCASTING & PUBLISHING DIV,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.48212,C,2001,A33,C,,36061.0,NY,10016.0,NEW YORK,1306235902001,A33,A,PC,O,AR,A,IN,,A33,A,511100.0
8753,1,6,1,130951470,200108,2001,200231,29490201205182,,N,Y,0,1,2000,1,6,6,119,0,2590026,0,0,23150,0,0,0,2314556,2314556,4904582,4873988,2042088,586161,0,2973606,3434564,962112,1392476,0,0,0,0,0,0,0,0,0,0,0,0,0,2291406,0,0,0,N,23150,0,0,0,0,0,0,0,0,0,0,4904582,30594,0,1328351,0,0,0,0,0,0,2011494,0,0,0,0,0,0,0,0,0,0,0,10036.0,LEAGUE OF AMERICAN THEATRES AND PRODUCERS INC,,226 W 47TH ST,NEW YORK,NY,10036-1413,0.0,3.0,2.0,194210.0,2.0,0.0,119.0,205.0,279.0,1.0,13.0,0.0,10.0,8,,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.85735,,2000,Z99,C,,36061.0,NY,10036.0,NEW YORK,1309514702001,A0365,A,PC,O,AR,A,IN,,A0365,A,813920.0
8756,1,7,1,130971750,200106,2001,200214,29490068113232,A6AZ,N,Y,0,1,2000,1,3,4,319,0,0,0,0,0,0,0,0,277958,277958,277958,272635,34729,0,0,35435,34729,6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277958,0,0,9,N,0,0,0,0,0,0,0,0,0,0,0,277958,5323,0,165272,17484,0,0,0,0,0,29406,4270,1775,462648,52,0,0,468745,6097,0,0,0,10128.0,LIEDERKRANZ OF THE CITY OF NEW YORK,,6 E 87TH ST,NEW YORK,NY,10128-0505,0.0,3.0,1.0,193907.0,2.0,0.0,319.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A6A,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.50467,N,2000,A6A,A,,36061.0,NY,10128.0,NEW YORK,1309717502001,A6A,A,PC,O,AR,A,IN,,A6A,A,711130.0
8784,1,6,1,131087160,200112,2001,200251,29490334093282,,N,Y,0,1,2001,1,7,8,200,0,8815800,3174000,3313500,132800,0,0,0,9100100,5786600,17915900,14654100,5378970,1651635,0,7717701,7148000,1481131,1769100,0,0,0,0,0,0,0,0,0,0,0,0,430300,4541000,124300,697700,0,N,0,132800,0,0,0,-139500,0,0,0,554600,0,14172100,-482000,-375600,2359894,242960,0,0,0,0,0,6236570,0,0,0,0,0,0,0,0,0,0,0,10022.0,MAGAZINE PUBLISHERS OF AMERICA INC,,919 THIRD AVE 22ND FL,NEW YORK,NY,10022-3801,0.0,3.0,2.0,194209.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.6633899999999999,,2001,Z99,C,,36061.0,NY,10022.0,NEW YORK,1310871602001,A33,A,PC,O,AR,A,IN,,A0333,A,813920.0
8832,1,6,1,131374145,200112,2001,200234,29490222171142,,N,Y,0,1,2001,1,4,4,200,0,133400,199953,211362,6723,0,0,0,290955,79593,424355,307938,277406,100000,0,424708,277406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52357,7136,16741,8045,0,Y,6723,0,0,0,0,-11409,0,0,0,69098,0,160636,-147302,0,56550,4655,0,0,0,0,0,424708,0,0,0,0,0,0,0,0,0,0,0,10018.0,TEXTILE DISTRIBUTORS ASSOCIATION INC,,104 W 40TH ST,NEW YORK,NY,10018-3617,0.0,3.0,2.0,194409.0,2.0,0.0,200.0,279.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.70992,,2001,Z99,C,,36061.0,NY,10018.0,NEW YORK,1313741452001,A40,A,PC,O,AR,A,IN,,A40,A,710000.0
8869,1,6,1,131505524,200112,2001,200216,29490082075482,,N,Y,0,1,2001,1,6,6,205,0,524394,66893,0,78620,0,0,0,976309,976309,1500703,1181616,3398546,106962,0,4384994,4368858,925919,970312,0,0,0,0,0,0,0,0,0,0,0,0,274493,0,200288,356015,0,Y,20848,57772,0,0,0,66893,0,0,0,474781,0,1226210,44594,-105123,219181,23008,0,0,744505,735622,0,3459075,0,0,0,0,0,0,0,0,0,0,0,10016.0,AMERICAN INSTITUTE OF ARCHITECTS N Y CHAPTER,,200 LEXINGTON AVE RM 602,NEW YORK,NY,10016-6186,0.0,0.0,1.0,194208.0,2.0,11.0,205.0,40.0,279.0,1.0,13.0,0.0,10.0,12,N Y CHAPTER,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.70134,N,2001,A40,B,,36061.0,NY,10016.0,NEW YORK,1315055242001,A40,B,PC,O,AR,A,IN,,A40,A,710000.0
8902,1,7,1,131572247,200107,2001,200227,29490166218342,A6AI,N,Y,0,1,2000,1,6,5,119,0,305625,0,0,28748,0,170304,118632,510471,340167,816096,621190,854564,100339,0,1576813,1634316,746851,779752,0,0,0,0,0,0,0,0,0,0,0,0,0,146893,0,45894,0,Y,16834,11914,0,0,0,0,0,0,0,0,288936,645792,24602,0,270209,28347,0,0,0,0,0,829962,0,0,0,0,0,0,0,0,0,0,0,10023.0,METROPOLITAN OPERA CLUB INC,,LINCOLN CENTER,NEW YORK,NY,10023-0000,0.0,3.0,1.0,194608.0,2.0,0.0,119.0,319.0,0.0,1.0,13.0,0.0,10.0,7,,36061.0,5602.0,5600.0,A11,A,O,S,ZA,A,A,IN,,1,AR,AR,AR,0.28849,N,2000,A11,A,,36061.0,NY,10023.0,NEW YORK,1315722472001,A11,A,PC,S,ZA,A,IN,,A11,A,813219.0
8909,1,6,1,131583260,200206,2002,200248,29490313216132,,N,Y,0,1,2001,1,6,6,919,0,259997,1503179,1614940,1383,0,0,0,1504562,-110378,1764559,285455,24964,82068,0,1892867,1777006,1732067,1752042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1383,0,0,0,0,-111761,0,0,0,0,0,149619,-135836,0,0,6683,0,0,0,0,0,160800,0,0,0,0,0,0,0,0,0,0,0,10024.0,STATION REPRESENTATIVES ASSOCIATION INC,KATZ MEDIA J BELOYIANIS,16 W 77TH ST,NEW YORK,NY,10024-5126,0.0,3.0,2.0,196910.0,2.0,0.0,919.0,200.0,0.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.44859,,2001,Z99,C,,36061.0,NY,10024.0,NEW YORK,1315832602002,A01,C,PC,O,AR,A,IN,,A01,A,813319.0
8961,1,4,1,131673348,200202,2002,200232,29490201320102,,N,Y,0,1,2001,1,4,3,908,500,1080,0,0,16085,0,0,0,23685,23685,25265,35982,314226,0,0,353040,314226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7600,0,0,0,N,0,16085,0,0,0,0,0,0,0,0,0,25265,-10717,-28097,2705,276,0,0,0,0,0,353040,0,0,0,0,0,0,0,0,0,0,0,10024.0,OLD GUARD OF THE CITY OF NEW YORK,,307 W 91ST ST,NEW YORK,NY,10024-1001,0.0,3.0,3.0,195203.0,2.0,0.0,908.0,0.0,0.0,1.0,13.0,0.0,10.0,2,,36061.0,5602.0,5600.0,A82,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.54094,,2001,Z99,A,,36061.0,NY,10024.0,NEW YORK,1316733482002,W20,C,PC,O,AR,A,IN,,W20,W,813410.0
9110,1,6,1,131777183,200112,2001,200250,29490327148352,,N,Y,0,1,2001,1,6,7,919,0,4811527,0,0,124157,0,0,0,304311,304311,5115838,4964917,3353766,675200,0,4113563,4120917,833521,767151,0,0,0,0,0,0,0,0,0,0,0,0,0,102731,0,9023,0,N,124157,0,68400,68400,0,0,0,0,0,0,0,5115838,150921,-77197,2438441,123030,0,0,0,0,0,3280042,0,0,0,0,0,0,0,0,0,0,0,10022.0,TELEVISION BUREAU OF ADVERTISING INC,,850 THIRD AVENUE,NEW YORK,NY,10022-6222,0.0,3.0,1.0,195602.0,2.0,0.0,919.0,200.0,59.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.1878,,2001,Z99,B,,36061.0,NY,10022.0,NEW YORK,1317771832001,A0132,B,PC,O,AR,A,IN,,A0132,A,813319.0
9113,1,6,1,131783842,200112,2001,200250,29490327139252,A33C,N,Y,0,1,2001,1,6,6,200,0,220617,0,0,9316,0,0,0,1210068,1210068,1430685,440157,1067840,0,0,709091,1069994,2857,2154,1067840,0,0,0,0,0,0,0,0,0,0,0,596193,0,522532,82027,0,N,9316,0,0,0,0,0,0,0,0,1118725,0,834492,394335,-32729,58435,5221,0,0,0,0,706234,706234,0,0,0,0,0,0,0,0,0,0,0,10036.0,ANTIQUARIAN BOOKSELLERS ASSOC OF AMERICA INC SHOP 2 CONCOURSE,,20 W 44TH ST 4TH FLR,NEW YORK,NY,10036-6604,0.0,3.0,2.0,195109.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.34745,N,2001,A03,A,,36061.0,NY,10036.0,NEW YORK,1317838422001,A0333,A,PC,O,AR,A,IN,,A0333,A,813920.0
9128,1,4,1,131813049,200112,2001,200250,29490327294082,,N,Y,0,1,2001,1,3,3,123,77233,0,0,0,401,1152,0,0,3465,3465,80698,29799,75832,4283,0,33669,88443,8736,12611,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,0,0,0,N,401,0,0,0,0,0,0,0,0,0,0,80698,50899,0,4394,1016,0,0,0,0,0,24933,0,0,0,0,0,0,0,0,0,0,0,10004.0,AMERICAN COMMITTEE ON AFRICA INC,AFRICA ACTION,50 BROAD ST STE 711,NEW YORK,NY,10004-2307,0.0,3.0,3.0,197911.0,2.0,0.0,123.0,124.0,480.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.2413,,2001,Z99,C,,36061.0,NY,10004.0,NEW YORK,1318130492001,A70,C,PC,O,AR,A,IN,,A70,A,710000.0
9190,1,6,1,131892640,200112,2001,200228,29409152156382,,N,Y,0,1,2001,1,3,3,200,0,97300,0,0,2440,0,0,0,2440,2440,99740,38951,89596,0,0,28807,89596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,N,0,0,0,0,2440,0,0,0,0,0,0,99740,60789,0,0,0,0,0,0,0,0,28807,0,0,0,0,0,0,0,0,0,0,0,10036.0,CULTURED PEARL ASSOCIATION OF AMERICA INC,,71 W 47TH ST,NEW YORK,NY,10036-2819,0.0,3.0,2.0,195912.0,2.0,0.0,200.0,919.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.78888,,2001,Z99,C,,36061.0,NY,10036.0,NEW YORK,1318926402001,S01,C,PC,O,AR,A,IN,,S01,S,813319.0
9242,1,6,1,131951979,200108,2001,200234,29490215036222,A32Z,N,Y,0,1,2000,1,7,8,205,0,432961,3776404,3808925,416204,0,0,0,9637521,5828596,10070482,6310440,6965904,516293,0,8236350,8545506,1391346,1579602,0,0,0,0,0,0,0,0,0,0,0,0,0,5418127,0,26786,0,Y,416204,0,0,0,0,-32521,0,0,0,0,0,6261557,-48883,169783,0,0,0,0,0,0,0,6845004,0,0,0,0,0,0,0,0,0,0,0,10019.0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,,111 W 57TH ST,NEW YORK,NY,10019-2211,3005.0,6.0,2.0,197610.0,2.0,0.0,205.0,0.0,0.0,5.0,13.0,0.0,10.0,8,,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6985399999999999,N,2000,A03,A,,36061.0,NY,10019.0,NEW YORK,1319519792001,A0332,A,PC,O,AR,A,IN,,A0332,A,813920.0
