,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY
12027,131956457,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,1503 NY LOC NYC METRO MUSEUM OF ART,1000 FIFTH AVENUE,NEW YORK,NY,10028-0000,10028.0,CHRISTOPHE D BOYNTON,,5,0.0,196004.0,5.0,12.0,263.0,59.0,264.0,9.0,3.0,2.0,1.0,10.0,1381.0,201112,2011,2011,2011,5.0,0,432229,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,433439,433439,433439,0.0,17904.0,1876.0,0.0,420519,12920,0.0,213286.0,226421,0.0,0.0,0.0,0.0,0.0,9206.0,9421,0.0,0.0,204080.0,217000,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,409915.0,0.0,1713.0,0.0,0.0,0.0,0.0,0.0,0.0,411628.0,407370.0,4258.0,0.0,12991.0,1355.0,0.0,93,131956457_201112_990O,IN,,131956457201112,1319564572011,A50,A,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,1,AR,AR,AR,0.9338,A,712110.0,-73.9628,40.778465999999995,0,NCCS_Form990_2012_Extract_Final,14851,
12864,133893891,SIXTH AVENUE ML COMPANY INC,,270 PARK AVE,NEW YORK,NY,10017-2014,10017.0,J P MORGAN INVESTMENT MANAGEMENT,,2,0.0,199611.0,1.0,12.0,912.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1000.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1000.0,1000,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,13702940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13702940.0,13702940.0,0.0,0.0,0.0,0.0,0.0,93,133893891_201112_990O,IN,,133893891201112,1338938912011,A1960,A,36061.0,5602.0,5600.0,A196,A,O,O,AR,A,A,1,AR,AR,AR,0.20692,C,813219.0,-73.9753911,40.755807399999995,0,NCCS_Form990_2012_Extract_Final,15749,
14269,203246082,NP MUSEUM GARDENS INC,,40 E 52ND ST,NEW YORK,NY,10022-5911,10022.0,BLACKROCK REALTY ADVISORS INC,S47,25,0.0,200801.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,25.0,0,2513885,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2514086,2514086,2514086,0.0,0.0,0.0,0.0,1060062,1454024,1742789.0,40153014.0,40242003,0.0,0.0,0.0,0.0,0.0,10945231.0,7837407,-10128553.0,-6931740.0,29207783.0,32404596,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,2454614.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,2454733.0,1065023.0,1389710.0,0.0,180710.0,0.0,0.0,93,203246082_201112_990O,IN,,203246082201112,2032460822011,A50,A,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,1,AR,AR,AR,0.58139,A,712110.0,-73.9742152,40.7589033,0,NCCS_Form990_2012_Extract_Final,17227,
15223,133683285,49 EAST 21 COMPANY INC,,52 BROADWAY,NEW YORK,NY,10004-1603,10004.0,JEANNETTE DILORENZO,,2,0.0,199307.0,1.0,7.0,912.0,0.0,0.0,3.0,1.0,2.0,1.0,20.0,0.0,201107,2011,2010,2010,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2700,-2700,,,8433227,,0.0,,0.0,0.0,,2700,,8430524.0,,8430527,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,133683285_201107_990O,IN,,133683285201107,1336832852011,A1960,A,36061.0,5602.0,5600.0,A196,A,O,O,AR,A,A,1,AR,AR,AR,0.9861200000000001,C,813219.0,-74.013278757,40.706339936,0,NCCS_Form990_2012_Extract_Final,18315,
15836,204021694,DEERFIELD CINEMA HOLDING COMPANY,,PO BOX 5005,NEW YORK,NY,10163-5005,10163.0,MATTHEW C CARBONE,S47,25,0.0,200707.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,25.0,0,1858276,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1858380,1858380,1858380,0.0,0.0,0.0,0.0,540151,1318229,-823000.0,17449794.0,17971119,0.0,0.0,0.0,0.0,0.0,356072.0,382168,129720.0,624949.0,17093722.0,17588951,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,1830067.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,1830321.0,525259.0,1305062.0,0.0,0.0,0.0,0.0,93,204021694_201112_990O,IN,,204021694201112,2040216942011,A31,A,36061.0,5602.0,5600.0,A31,A,O,O,AR,A,A,1,AR,AR,AR,0.62892,A,512110.0,-73.9706,40.7536,0,NCCS_Form990_2012_Extract_Final,19013,
15879,133212090,TELEVISON MUSIC LICENSE COMMITTEE,,5TH FLOOR,NEW YORK,NY,10022-0000,10022.0,,,6,0.0,198408.0,5.0,12.0,200.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,3847396,0,145883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57312.0,0,0.0,0,57312.0,0,57312.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4050591,4050591,4050591,365387.0,59166.0,24412.0,0.0,7347826,-3297235,-28720.0,4024548.0,2807878,0.0,0.0,0.0,0.0,0.0,683372.0,2792657,0.0,0.0,3341176.0,15221,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,3915271.0,0.0,0.0,163577.0,0.0,0.0,0.0,0.0,0.0,0.0,4087288.0,4695490.0,-608202.0,350333.0,55833.0,22563.0,0.0,93,133212090_201112_990O,IN,,133212090201112,1332120902011,A0368,A,36061.0,5602.0,5600.0,A036,A,O,O,AR,A,A,1,AR,AR,AR,0.5635100000000001,A,813920.0,-73.9679,40.7582,0,NCCS_Form990_2012_Extract_Final,19058,
16840,131951979,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,,1697 BROADWAY FL 10 # 1001,NEW YORK,NY,10019-5944,10019.0,,A32Z,6,0.0,197610.0,5.0,8.0,205.0,0.0,0.0,6.0,2.0,2.0,1.0,10.0,3005.0,201108,2011,2010,2010,6.0,0,3913119,9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15798,3938120,3938120,3938120,396636.0,574154.0,63202.0,0.0,3193411,744709,0.0,4158180.0,4837852,0.0,0.0,0.0,0.0,0.0,774811.0,709774,0.0,0.0,3383369.0,4128078,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201008.0,2010.0,93.0,0.0,5099087.0,0.0,8288.0,0.0,0.0,0.0,0.0,0.0,19309.0,5126684.0,3298184.0,1828500.0,275397.0,748302.0,65189.0,0.0,93,131951979_201108_990O,IN,,131951979201108,1319519792011,A0332,A,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,1,AR,AR,AR,0.07128999999999999,A,813920.0,-73.977723831,40.764542746,0,NCCS_Form990_2012_Extract_Final,20089,
16841,953147789,NATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES,GROUP RETURN,1697 BROADWAY STE 1001,NEW YORK,NY,10019-5906,10019.0,,,6,0.0,197610.0,1.0,8.0,205.0,0.0,0.0,9.0,2.0,2.0,1.0,30.0,3005.0,201108,2011,2010,2010,6.0,659193,4127494,9027,0.0,0.0,3000.0,0.0,3000.0,0.0,0.0,0.0,3000.0,0.0,3000.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,29124,4827838,4827838,4827838,425685.0,267333.0,46536.0,0.0,4157310,670528,0.0,2605785.0,3298546,0.0,0.0,0.0,0.0,9000.0,310977.0,333210,0.0,0.0,2294808.0,2965336,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201008.0,2010.0,93.0,628414.0,3617911.0,0.0,10175.0,3600.0,0.0,0.0,0.0,0.0,35753.0,4295853.0,4250808.0,45045.0,411449.0,278975.0,39950.0,0.0,93,953147789_201108_990O,IN,,953147789201108,9531477892011,A32,A,36061.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.21311999999999998,A,513120.0,-73.982807,40.763712,0,NCCS_Form990_2012_Extract_Final,20090,
18213,42565109,AFRICA THE AFRICAN TRAVEL ASSOCIATION INC,,152 MADISON AVE RM 1702,NEW YORK,NY,10016-5464,10016.0,,,6,0.0,197704.0,1.0,12.0,200.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,85918,174577,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,260525,260525,260525,0.0,0.0,0.0,0.0,229444,31081,,,31460,,0.0,,0.0,0.0,,0,,0.0,,31460,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,042565109_201112_990O,IN,,42565109201112,425651092011,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.90714,A,710000.0,-73.983858,40.7466,0,NCCS_Form990_2012_Extract_Final,21632,
18381,251580195,PIPE FABRICATION INDUSTRY COMMUNICATIONS AND PRODUCTIVITY FU,,511 AVE OF AMERICAS STE 601,NEW YORK,NY,10011-0000,10011.0,,,5,0.0,198811.0,2.0,3.0,559.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201203,2012,2011,2011,5.0,171900,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,171922,171922,171922,0.0,0.0,0.0,0.0,208027,-36105,0.0,129144.0,93039,0.0,0.0,0.0,0.0,0.0,0.0,0,129144.0,93039.0,129144.0,93039,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201103.0,2011.0,93.0,165000.0,0.0,0.0,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,166625.0,158388.0,8237.0,0.0,0.0,0.0,0.0,93,251580195_201203_990,IN,,251580195201203,2515801952012,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.77499,A,510000.0,-73.9997,40.7409,0,NCCS_Form990_2012_Extract_Final,21872,
19947,133443010,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,,385 5TH AVE,NEW YORK,NY,10016-3319,10016.0,,,6,0.0,198807.0,1.0,12.0,200.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,33440,683164,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,716723,716723,716723,0.0,0.0,0.0,0.0,796369,-79646,0.0,191320.0,111674,0.0,0.0,0.0,0.0,0.0,0.0,0,72944.0,111674.0,191320.0,111674,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,45716.0,602750.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,648696.0,575752.0,72944.0,0.0,0.0,0.0,0.0,93,133443010_201112_990O,IN,,133443010201112,1334430102011,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.31511999999999996,A,710000.0,-73.98384064300001,40.749834714,0,NCCS_Form990_2012_Extract_Final,23512,
21360,113212678,KOREAN-AMERICAN NAIL SALON ASSOCIATION OF NEW YORK INC,,35-30 FARRINGTON ST 2FL,FLUSHING,NY,11354-2827,11354.0,,,6,0.0,199509.0,1.0,12.0,200.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,201112,2011,2011,2011,6.0,157148,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,157148,157148,157148,0.0,0.0,0.0,0.0,152259,4889,1.0,15490.0,20380,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15490.0,20380,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,160137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160137.0,151618.0,8519.0,0.0,0.0,0.0,0.0,93,113212678_201112_990O,IN,,113212678201112,1132126782011,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.33505,A,710000.0,-73.83117259999999,40.763751,0,NCCS_Form990_2012_Extract_Final,25077,
21465,116036702,NORTH CHANNEL YACHT CLUB INC,,1622 CHURCH RD,BROAD CHANNEL,NY,11693-1105,11693.0,,,7,0.0,195712.0,1.0,4.0,904.0,602.0,328.0,3.0,1.0,2.0,1.0,10.0,0.0,201204,2012,2011,2011,7.0,0,59298,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,90186,76403,13783,0,73139,73139,149542,0.0,0.0,0.0,0.0,71461,1678,8418.0,324770.0,329875,0.0,0.0,0.0,0.0,0.0,106207.0,101216,125836.0,135932.0,218563.0,228659,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201104.0,2011.0,93.0,0.0,43817.0,0.0,0.0,0.0,0.0,0.0,0.0,20505.0,0.0,64322.0,77197.0,-12875.0,0.0,0.0,0.0,0.0,93,116036702_201204_990O,IN,,116036702201204,1160367022012,A32,A,36081.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.09104,A,513120.0,-73.818991,40.599963,0,NCCS_Form990_2012_Extract_Final,25189,
22261,132579031,PERIODICAL & BOOK ASSOCIATION OF AMERICA INC,,481 EIGHTH AVENUE - SUITE 526,NEW YORK,NY,10001-1809,10001.0,,,6,0.0,196712.0,1.0,10.0,200.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201110,2011,2010,2010,6.0,149340,127371,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20371,297329,297329,297329,0.0,74000.0,6007.0,0.0,218199,79130,0.0,222271.0,285127,0.0,0.0,0.0,0.0,0.0,27950.0,11676,194321.0,273451.0,194321.0,273451,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201010.0,2010.0,93.0,168985.0,0.0,0.0,339.0,0.0,0.0,0.0,99634.0,0.0,3764.0,272722.0,266347.0,6375.0,0.0,73500.0,6059.0,0.0,93,132579031_201110_990O,IN,,132579031201110,1325790312011,A33,A,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.56379,C,511100.0,-73.99334859999999,40.7526135,0,NCCS_Form990_2012_Extract_Final,26074,
24589,133131629,ADVERTISING PHOTOGRAPHER OF AMERICA INC,,27 W 20TH ST STE 601,NEW YORK,NY,10011-3728,10011.0,,,6,0.0,198410.0,1.0,5.0,229.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201205,2012,2011,2011,6.0,61206,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,61207,61207,61207,0.0,0.0,4788.0,0.0,60595,612,-24806.0,28760.0,4066,0.0,0.0,0.0,0.0,0.0,500.0,0,0.0,0.0,28260.0,4066,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201105.0,2011.0,93.0,82295.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,82300.0,88632.0,-6332.0,0.0,0.0,5515.0,0.0,93,133131629_201205_990O,IN,,133131629201205,1331316292012,A40,A,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.85241,A,710000.0,-73.991995216,40.740368235,0,NCCS_Form990_2012_Extract_Final,28704,
26167,130417765,ADVERTISING RESEARCH FOUNDATION INC,,432 PARK AVE S FL 6,NEW YORK,NY,10016-8013,10016.0,,,6,0.0,194303.0,1.0,12.0,919.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,0,4102814,89353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082891.0,0,2080000.0,42278,2891.0,-42278,-39387.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4826550,8979330,8979330,11101608,1850545.0,2744005.0,258030.0,0.0,8925540,53790,-6204.0,9002648.0,8338314,0.0,0.0,0.0,0.0,0.0,6187113.0,5475193,0.0,0.0,2815535.0,2863121,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,3209813.0,0.0,63184.0,0.0,1814.0,-240.0,0.0,0.0,4930349.0,8204920.0,7317413.0,887507.0,970820.0,3131948.0,235531.0,0.0,93,130417765_201112_990O,IN,,130417765201112,1304177652011,A03,A,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,1,AR,AR,AR,0.90956,A,813920.0,-73.98359,40.7445745,0,NCCS_Form990_2012_Extract_Final,30436,
27926,237164969,ASSOCIATION OF ART MUSEUM DIRECTORS,,120 E 56TH ST RM 520,NEW YORK,NY,10022-3673,10022.0,,,6,0.0,197203.0,1.0,6.0,920.0,59.0,119.0,3.0,2.0,2.0,1.0,10.0,0.0,201106,2011,2010,2010,6.0,30000,1151995,7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2970,1192653,1192653,1192653,170114.0,318963.0,37756.0,0.0,1122908,69745,78419.0,540917.0,719756,0.0,0.0,0.0,0.0,0.0,50560.0,81235,490357.0,638521.0,490357.0,638521,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201006.0,2010.0,93.0,10000.0,1124538.0,0.0,6016.0,0.0,0.0,0.0,0.0,0.0,1390.0,1141944.0,1004119.0,137825.0,154425.0,304337.0,33660.0,0.0,93,237164969_201106_990O,IN,,237164969201106,2371649692011,A0351,A,36061.0,5602.0,5600.0,A035,A,O,O,AR,A,A,1,AR,AR,AR,0.014830000000000001,A,813920.0,-73.97051301100001,40.760752892,0,NCCS_Form990_2012_Extract_Final,32970,
28419,954104212,CA ENTERTAINMENT & COMMUNICATION GUILD,,10917 72ND RD STE 6R,FOREST HILLS,NY,11375-5336,11375.0,,,9,0.0,198707.0,2.0,12.0,998.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201012,2010,2010,2010,9.0,0,407678,1816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-575841,-166347,-166347,-166347,0.0,0.0,0.0,0.0,985335,-1151682,0.0,4480042.0,3328360,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4480042.0,3328360,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,200912.0,2009.0,93.0,0.0,275150.0,0.0,24993.0,0.0,0.0,0.0,0.0,0.0,459386.0,759529.0,492873.0,266656.0,0.0,0.0,0.0,0.0,93,954104212_201012_990O,IN,,954104212201012,9541042122010,A30,A,36081.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.19779000000000002,A,510000.0,,,0,NCCS_Form990_2012_Extract_Final,34369,
28779,131087160,MAGAZINE PUBLISHERS OF AMERICA INC,,810 SEVENTH AVE 24TH FLOOR,NEW YORK,NY,10019-5873,10019.0,,,6,0.0,194209.0,1.0,12.0,200.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201012,2010,2010,2010,6.0,5804250,4034800,30300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021900.0,0,969200.0,0,52700.0,0,52700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,164700,10086750,10086750,11055950,1196000.0,0.0,248600.0,0.0,10043250,43500,381400.0,9098500.0,9689700,0.0,0.0,0.0,0.0,0.0,1633800.0,1800100,0.0,0.0,7464700.0,7889600,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,200912.0,2009.0,93.0,6919400.0,3449300.0,0.0,61800.0,0.0,-311900.0,0.0,0.0,0.0,261300.0,10379900.0,10640800.0,-260900.0,1001700.0,3853300.0,281900.0,0.0,93,131087160_201012_990O,IN,,131087160201012,1310871602010,A0333,A,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,1,AR,AR,AR,0.3591,A,813920.0,-73.982279655,40.762703906,0,NCCS_Form990_2012_Extract_Final,35382,
30094,130431735,AMERICAN GUILD OF VARIETY ARTISTS,,363 7TH AVENUE NO 17TH,NEW YORK,NY,10001-0000,10001.0,,,5,0.0,195711.0,5.0,3.0,263.0,0.0,0.0,2.0,3.0,2.0,1.0,10.0,0.0,201103,2011,2010,2010,5.0,0,736512,1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,37680,775471,775471,775471,22700.0,248424.0,28006.0,0.0,535246,240225,50067.0,998204.0,1294658,0.0,0.0,0.0,0.0,0.0,19788.0,25950,978416.0,1268708.0,978416.0,1268708,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201003.0,2010.0,93.0,0.0,700024.0,0.0,1695.0,0.0,0.0,0.0,0.0,0.0,165152.0,866871.0,710072.0,156799.0,21200.0,221876.0,20389.0,0.0,93,130431735_201103_990O,IN,,130431735201103,1304317352011,A99,A,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.11853,C,710000.0,-73.9962255,40.7483282,0,NCCS_Form990_2012_Extract_Final,37324,
