,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,TOTREV,V1SECURN,V1OTHN,V1SPEVN,V1INVNTN,V1TOTREV,V1NETINC,V1NASEOY,VBS_EOY,VBS_BOY,VASSTLIA,VLIABEOY,VLIABBOY,VGCONT,VGPROGREV,VGDUES,VGINVINC,VGRENTEXP,VGNETRENT,VGSECUR,VGSALESEXP,VGSALESECN,VGSALEOTHG,VGSALEOTHE,VGSALEOTHN,VGSPEVTG,VGDIREXP,VGFUNDINC,VGINVENTG,VGGOODS,VGGRPROF,VGOTHINC,VGTOTREV2,VGSOLICIT,VGEXPS,VGNETINC,VGOTHCHGS,VGFUNDBAL,VGCOMPENS,VGOTHSAL,VGPAYTAX,VGFUNDFEES,VGASS_BOY,VGBOND_BOY,VGMRTG_BOY,VGLIAB_BOY,VGRETE_BOY,VGNETA_BOY,VGASS_EOY,VGBOND_EOY,VGMRTG_EOY,VGLIAB_EOY,VGRETEARN,CNAB,ASSTSALE,CGR2NET,CTOTREVM,CTOTREVB,CNAO,CNAM,CRERATIO,IERATIO,vIncExp,VBS,VOK,STYEAR,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
8756,1,4,1.0,130508050,200206,2002,200305.0,29490004352083,,N,Y,0.0,1.0,2001.0,1.0,4.0,4.0,298,5395,15,0,0,22284,0,0,0,130870,130870,136280,101602,428285,0,0,393607,428285,0,0,419300,0,0,0,0,0,0,0,0,0,0,0,0,106600,0,1986,7,N,19262,3022,0,0,0,0,0,0,0,0,0,136280,34678,0,0,0,0,0,0,0,384622,393607,208974,165,103759,117059,12623,0,443130,339371,0,0,0,10021.0,BOHEMIAN BENEVOLENT & LITERARY ASSN OF NEW YORK CITY,JAN HIRD POKORNY PRESIDENT,321 E 73RD ST,NEW YORK,NY,10021-3705,0.0,3.0,3.0,196501.0,2.0,0.0,5.0,13.0,0.0,10.0,6,,298.0,318.0,319.0,136280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,34678,0,0,136280,136280,34678,34678,1,1,1,0,0,2001,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8671399999999999,C,A70,C,,36061.0,NY,10021.0,NEW YORK,1305080502002,A23,B,core2002co_ver1,PC,O,AR,A,IN,,A23,A,710000.0,90
8816,1,6,1.0,130951470,200208,2002,200332.0,29490200030153,,N,Y,0.0,1.0,2001.0,1.0,6.0,7.0,119,0,2537077,0,0,17491,0,0,0,3759510,3759510,6296587,6282158,2056517,580303,0,3434564,3171717,1392476,1115200,0,0,0,0,0,0,0,0,0,0,0,0,0,3739872,0,2147,0,N,17491,0,0,0,0,0,0,0,0,0,0,6296587,14429,0,1437391,0,0,0,0,0,0,2042088,0,0,0,0,0,0,0,0,0,0,0,10036.0,LEAGUE OF AMERICAN THEATRES AND PRODUCERS INC,,226 W 47TH ST,NEW YORK,NY,10036-1413,0.0,3.0,2.0,194210.0,2.0,0.0,1.0,13.0,0.0,10.0,8,,119.0,205.0,279.0,6296587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,b,b,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,14429,0,0,6296587,6296587,14429,14429,1,1,1,0,0,2001,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.66459,,Z99,C,,36061.0,NY,10036.0,NEW YORK,1309514702002,A0365,A,core2002co_ver1,PC,O,AR,A,IN,,A0365,A,813920.0,90
8819,1,7,1.0,130971750,200306,2003,200352.0,29490347015023,A6AZ,N,Y,0.0,1.0,2002.0,1.0,3.0,4.0,319,0,0,0,0,0,0,0,0,313679,313679,313679,310969,39812,0,0,37102,63175,0,23363,0,0,0,0,0,0,0,0,0,0,0,0,0,313679,0,0,9,N,0,0,0,0,0,0,0,0,0,0,0,313679,2710,0,174782,16379,0,0,0,0,0,37102,0,1140649,0,104,0,0,1140753,1140753,0,0,0,10128.0,LIEDERKRANZ OF THE CITY OF NEW YORK,,6 E 87TH ST,NEW YORK,NY,10128-0505,0.0,3.0,1.0,193907.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,319.0,0.0,0.0,313679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,2710,0,0,313679,313679,2710,2710,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A6A,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.44328,N,A6A,A,,36061.0,NY,10128.0,NEW YORK,1309717502003,A6A,A,core2002co_ver1,PC,O,AR,A,IN,,A6A,A,711130.0,90
8848,1,6,1.0,131087160,200212,2002,200351.0,29490326123013,,N,Y,0.0,1.0,2002.0,1.0,7.0,8.0,200,0,8877600,1874000,2036900,114100,0,0,0,7221800,5184900,16099400,13848800,4741900,1842400,0,7148000,6169600,1769100,1427700,0,0,0,0,0,0,0,0,0,0,0,0,579700,4501200,-124100,276900,0,N,0,114100,0,0,0,-162900,0,0,0,455600,0,13482800,-366000,-271000,2623600,262500,0,0,0,0,0,5378900,0,0,0,0,0,0,0,0,0,0,0,10019.0,MAGAZINE PUBLISHERS OF AMERICA INC,,810 SEVENTH AVE STE 24 FL,NEW YORK,NY,10019-5818,0.0,3.0,2.0,194209.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,13482800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,b,b,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-637000,-162900,2616600,13482800,13211800,-366000,-366000,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.77528,,Z99,C,,36061.0,NY,10019.0,NEW YORK,1310871602002,A33,A,core2002co_ver1,PC,O,AR,A,IN,,A0333,A,813920.0,90
8896,1,6,1.0,131374145,200212,2002,200330.0,29490186006303,,N,Y,0.0,1.0,2002.0,1.0,4.0,4.0,200,0,85925,0,0,2167,0,0,0,27921,27921,113846,241938,133788,66667,0,277406,133788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15526,4038,1549,4641,0,Y,2167,0,0,0,0,0,0,0,0,17075,0,98320,-143618,0,38062,3295,0,0,0,0,0,277406,0,0,0,0,0,0,0,0,0,0,0,10018.0,TEXTILE DISTRIBUTORS ASSOCIATION INC,,980 AVE OF AMERICAS 3RD F,NEW YORK,NY,10018-0000,0.0,3.0,2.0,194409.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,279.0,0.0,98320,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-143618,0,15526,98320,98320,-143618,-143618,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.07686,,Z99,C,,36061.0,NY,10018.0,NEW YORK,1313741452002,A40,A,core2002co_ver1,PC,O,AR,A,IN,,A40,A,710000.0,90
8904,1,6,1.0,131394480,200212,2002,200327.0,29490165096143,,N,Y,0.0,1.0,2002.0,1.0,5.0,6.0,205,0,1174737,0,0,1419,0,0,0,365880,365880,1540617,2286597,-418730,314113,0,1625790,779126,1298540,1197856,-418730,0,0,0,0,0,0,0,0,0,0,0,0,364461,0,0,0,N,1419,0,0,0,0,0,0,0,0,0,0,1540617,-745980,0,346229,41819,0,0,0,0,327250,327250,0,0,0,0,0,0,0,0,0,0,0,10170.0,TRAFFIC AUDIT BUREAU FOR MEDIA MEASUREMENT INC,,420 LEXINGTON AVE STE 252,NEW YORK,NY,10170-2599,0.0,3.0,2.0,195501.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,205.0,0.0,0.0,1540617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,b,b,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,-745980,0,0,1540617,1540617,-745980,-745980,1,0,1,1,1,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.21236,,Z99,C,,36061.0,NY,10170.0,NEW YORK,1313944802002,A30,B,core2002co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
8916,1,4,1.0,131426099,200304,2003,200340.0,29490249126053,,N,Y,0.0,1.0,2002.0,1.0,4.0,3.0,999,0,800,0,0,1138,0,0,0,76007,76007,76807,13388,143912,0,0,148529,143912,0,0,143912,0,0,0,0,0,0,0,0,0,0,0,57984,0,16885,0,0,N,1138,0,0,0,0,0,0,0,0,74869,0,18823,5435,-10052,0,0,0,0,0,0,148529,148529,0,0,0,0,0,0,0,0,0,0,0,11223.0,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,CATHERINE M MICELI,225 AVENUE T APT 6F,BROOKLYN,NY,11223-3811,0.0,3.0,1.0,195604.0,2.0,0.0,5.0,11.0,0.0,10.0,4,,999.0,0.0,0.0,18823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,-4617,0,57984,18823,8771,5435,5435,0,1,1,0,0,2002,36047.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.12162,,Z99,A,,36047.0,NY,11223.0,BROOKLYN,1314260992003,A23,A,core2002co_ver1,PC,O,AR,A,IN,,A23,A,710000.0,90
8935,1,6,1.0,131505524,200012,2000,200309.0,29490082075482,,N,Y,0.0,1.0,2000.0,1.0,6.0,6.0,205,0,524394,66893,0,78620,0,0,0,976309,976309,1500703,1181616,3398546,106962,0,4384994,4368858,925919,970312,0,0,0,0,0,0,0,0,0,0,0,0,274493,0,200288,356015,0,Y,20848,57772,0,0,0,66893,0,0,0,474781,0,1226210,44594,-105123,219181,23008,0,0,744505,735622,0,3459075,0,0,0,0,0,0,0,0,0,0,0,10012.0,AMERICAN INSTITUTE OF ARCHITECTS,,535 LA GUARDIA PLACE,NEW YORK,NY,10012-1402,0.0,3.0,1.0,194208.0,2.0,0.0,1.0,13.0,0.0,10.0,12,N Y CHAPTER,205.0,40.0,279.0,1226210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,6,6,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,-60529,66893,274493,1226210,1121087,44594,44594,-1,1,1,0,0,2000,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.016980000000000002,N,A40,B,,36061.0,NY,10012.0,NEW YORK,1315055242000,A40,B,core2002co_ver1,PC,O,AR,A,IN,,A40,A,710000.0,90
8945,1,6,1.0,131520977,200209,2002,200314.0,29409025038003,,N,Y,0.0,1.0,2001.0,1.0,3.0,3.0,119,0,69750,0,0,0,0,0,0,0,0,69750,38752,52976,0,0,21978,52976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,69750,30998,0,0,0,0,0,0,0,0,21978,0,0,0,0,0,0,0,0,0,0,0,10021.0,ART & ANTIQUE DEALERS LEAGUE OF AMERICA INC,,1040 MADISON AVE,NEW YORK,NY,10021-0111,0.0,3.0,1.0,197601.0,2.0,0.0,1.0,13.0,0.0,10.0,9,,119.0,0.0,0.0,69750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,30998,0,0,69750,69750,30998,30998,1,1,1,1,1,2001,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.41468999999999995,,Z99,B,,36061.0,NY,10021.0,NEW YORK,1315209772002,A0380,A,core2002co_ver1,PC,O,AR,A,IN,,A0380,A,813920.0,9
8968,1,7,1.0,131572247,200207,2002,200316.0,29490088139013,A6AI,N,Y,0.0,1.0,2001.0,1.0,6.0,5.0,119,0,285636,0,0,12300,0,134605,130166,454563,319958,740199,673674,786484,95000,0,1634316,1311113,779752,524629,0,0,0,0,0,0,0,0,0,0,0,0,0,102891,0,74601,0,Y,12300,0,0,0,0,0,0,0,0,0,264771,605594,-68080,0,271908,37847,0,0,0,0,0,854564,0,0,0,0,0,0,0,0,0,0,0,10023.0,METROPOLITAN OPERA CLUB INC,,LINCOLN CENTER,NEW YORK,NY,10023-0000,0.0,3.0,1.0,194608.0,2.0,0.0,1.0,13.0,0.0,10.0,7,,119.0,319.0,0.0,605594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-68080,0,134605,605594,605594,-68080,-68080,1,0,1,0,0,2001,36061.0,5602.0,5600.0,A11,A,O,S,ZA,A,A,IN,,1,AR,AR,AR,0.6334,N,A11,A,,36061.0,NY,10023.0,NEW YORK,1315722472002,A11,A,core2002co_ver1,PC,S,ZA,A,IN,,A11,A,813219.0,90
8974,1,6,1.0,131583260,200306,2003,200346.0,29490291142093,,N,Y,0.0,1.0,2002.0,1.0,4.0,6.0,919,0,283619,3090510,3118043,57322,0,0,0,3147832,29789,3431451,227351,111021,0,0,1777006,111021,1752042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,57322,0,0,0,0,-27533,0,0,0,0,0,313408,86057,0,99632,34972,0,0,0,0,0,24964,0,0,0,0,0,0,0,0,0,0,0,10019.0,STATION REPRESENTATIVES ASSOCIATION INC,KATZ MEDIA J BELOYIANIS,125 W 55TH ST,NEW YORK,NY,10019-5369,0.0,3.0,2.0,196910.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,919.0,200.0,0.0,313408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,b,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,86057,-27533,3118043,313408,313408,86057,86057,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9960200000000001,,Z99,C,,36061.0,NY,10019.0,NEW YORK,1315832602003,A01,C,core2002co_ver1,PC,O,AR,A,IN,,A01,A,813319.0,90
9032,1,4,1.0,131677485,200203,2002,200310.0,29490046141263,,N,Y,0.0,1.0,2001.0,1.0,6.0,6.0,121,267945,0,0,0,35080,0,0,0,3777332,3777332,4045277,5102371,3447400,7287,0,3415100,4959200,1423600,1511800,3447400,0,0,0,0,0,0,0,0,0,0,0,0,4556070,0,-841482,0,N,35080,0,0,0,0,0,27664,0,27664,0,0,4045277,-1057094,2512994,1311336,0,0,0,72700,146100,1991500,1991500,0,0,0,0,0,0,0,0,0,0,0,10017.0,BRITISH BROADCASTING CORP,,747 THIRD AVE 7TH FLR,NEW YORK,NY,10017-2803,0.0,3.0,1.0,199202.0,2.0,0.0,1.0,13.0,0.0,10.0,3,,121.0,122.0,149.0,4045277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,b,b,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1455900,27664,0,4045277,6558271,-1057094,-1057094,-1,0,1,1,1,2001,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.28534,,Z99,A,,36061.0,NY,10017.0,NEW YORK,1316774852002,A30,A,core2002co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
9173,1,6,1.0,131777183,200212,2002,200330.0,29490186080263,,N,Y,0.0,1.0,2002.0,1.0,6.0,7.0,919,0,4676769,0,0,101811,0,0,0,341959,341959,5018728,5058593,2964089,602346,0,4120917,3991495,767151,1027406,0,0,0,0,0,0,0,0,0,0,0,0,0,184076,0,573,0,N,101811,0,55499,55499,0,0,0,0,0,0,0,5018728,-39865,-349812,1790332,124194,0,0,0,0,0,3353766,0,0,0,0,0,0,0,0,0,0,0,10022.0,TELEVISION BUREAU OF ADVERTISING INC,,3 E 54TH ST,NEW YORK,NY,10022-3108,0.0,3.0,1.0,195602.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,919.0,200.0,59.0,5018728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,b,7,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-389677,0,0,5018728,4668916,-39865,-39865,9,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.5162,,Z99,B,,36061.0,NY,10022.0,NEW YORK,1317771832002,A0132,B,core2002co_ver1,PC,O,AR,A,IN,,A0132,A,813319.0,90
9176,1,6,1.0,131783842,200212,2002,200351.0,29490326193163,A33C,N,Y,0.0,1.0,2002.0,1.0,5.0,5.0,200,0,132374,0,0,4132,0,0,0,390657,390657,523031,461142,522907,53500,0,1069994,525087,2154,2180,522907,0,0,0,0,0,0,0,0,0,0,0,572857,0,-247472,61140,0,N,4132,0,0,0,0,0,0,0,0,325385,0,-49826,-510968,-33965,4440,4285,0,0,0,0,1067840,1067840,0,0,0,0,0,0,0,0,0,0,0,10036.0,ANTIQUARIAN BOOKSELLERS ASSOC OF AMERICA INC SHOP 2 CONCOURSE,,20 W 44TH ST 4TH FLR,NEW YORK,NY,10036-6604,0.0,3.0,2.0,195109.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,-49826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,-544933,0,572857,-49826,-83791,-510968,-510968,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.29431999999999997,N,A03,A,,36061.0,NY,10036.0,NEW YORK,1317838422002,A0333,A,core2002co_ver1,PC,O,AR,A,IN,,A0333,A,813920.0,90
9251,1,6,1.0,131892640,200212,2002,200326.0,29409151090413,,N,Y,0.0,1.0,2002.0,1.0,3.0,3.0,200,0,48500,0,0,816,0,0,0,816,816,49316,74710,64202,0,0,89596,64202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,816,0,0,0,0,0,0,49316,-25394,0,0,0,0,0,0,0,0,89596,0,0,0,0,0,0,0,0,0,0,0,10011.0,CULTURED PEARL ASSOCIATION OF AMERICA INC,,445 W 23RD ST,NEW YORK,NY,10011-1444,0.0,3.0,2.0,195912.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,919.0,0.0,49316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-25394,0,0,49316,49316,-25394,-25394,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.97073,,Z99,C,,36061.0,NY,10011.0,NEW YORK,1318926402002,S01,C,core2002co_ver1,PC,O,AR,A,IN,,S01,S,813319.0,9
9301,1,6,1.0,131951979,200208,2002,200333.0,29490200220133,A32Z,N,Y,0.0,1.0,2001.0,1.0,7.0,7.0,205,0,413049,4252677,4244776,321031,0,0,0,9517557,5272781,9930606,6925901,5820895,525516,0,8545506,7655557,1579602,1834662,0,0,0,0,0,0,0,0,0,0,0,0,0,4898130,0,45719,0,Y,321031,0,0,0,0,7901,0,0,0,0,0,5685830,-1240071,95062,0,0,0,0,0,0,0,6965904,0,0,0,0,0,0,0,0,0,0,0,10019.0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,,111 W 57TH ST,NEW YORK,NY,10019-2211,3005.0,6.0,2.0,197610.0,2.0,0.0,5.0,13.0,0.0,10.0,8,,205.0,0.0,0.0,5685830,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,b,b,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-1145009,7901,4244776,5685830,5780892,-1240071,-1240071,0,0,1,0,0,2001,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8200200000000001,N,A03,A,,36061.0,NY,10019.0,NEW YORK,1319519792002,A0332,A,core2002co_ver1,PC,O,AR,A,IN,,A0332,A,813920.0,90
9313,1,6,1.0,131959701,200212,2002,200315.0,29409081002193,,N,Y,0.0,1.0,2002.0,1.0,4.0,3.0,59,116,32402,0,0,4466,0,0,0,4971,4971,37489,45618,174281,0,0,195769,174281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,N,0,0,0,0,4466,0,0,0,0,505,0,37489,-8129,-13359,0,0,0,0,0,0,0,195769,0,0,0,0,0,0,0,0,0,0,0,10032.0,INTERNATIONAL LINGUISTIC ASSOCIATION,COOPER FINANCIAL GROUP INC,613 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,1.0,195004.0,1.0,0.0,1.0,13.0,0.0,10.0,12,,59.0,0.0,0.0,37489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-21488,0,0,37489,24130,-8129,-8129,2,0,1,0,0,2002,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8916,N,A70,B,,36061.0,NY,10032.0,NEW YORK,1319597012002,A70,A,core2002co_ver1,PC,O,AR,A,IN,,A70,A,710000.0,9
