,EIN,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ASS_CODE,BLOCK,CENSUSTRACT,CITY,CLASSCD,CONTACT,DEDUCTCD,EOSTATUS,FIPS,FISYR,FNDNCD,FRCD,INC_CODE,LATITUDE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LONGITUDE,MAJGRPB,MANUALLY_FIXED,MSA_NECH,NAICS,NAME,NCCSKEY,NCCSKEY2,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEEFINAL1,NTEEIRS,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,ORGCD,OUTNCCS,OUTREAS,P10MIR,P10TASST,P11DISTR,P13UNDST,P14A4942,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14B4942,P14C4942,P14D4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14T4942,P14TASVL,P14TENDW,P14TGINV,P14TNADJ,P14TPSUP,P14TQDIS,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P1ADMEXP,P1CHAEXP,P1CONTPD,P1DIVID,P1EXCREV,P1GINVPF,P1GOODS,P1GRENTS,P1INTREV,P1INVEXP,P1INVRV,P1NADINC,P1NADJRV,P1NETINV,P1NGASTS,P1OFCOMP,P1OTHINC,P1TADJEX,P1TCONT,P1TEXMEX,P1TINVEX,P1TOTEXP,P1TOTREV,P2CASHBV,P2CRPBND,P2CRPSTK,P2EYASST,P2EYOTIN,P2GVTINV,P2MORTG,P2MTGNTS,P2TASFMV,P2TINVSC,P2TLIABL,P2TOTAST,P3EYTFND,P6DOMORG,P6ESTTX,P6EXMPF,P6TEXCTX,P6TX4940,P6TX511,P6TXCRDT,P6TXINV,P6TXPNLT,P6TXRFD,P6TXSUBA,P6TXWERR,P6TXWTH,P7BUSINT,P7DISBOR,P7DISPAY,P7DISSAL,P7DISSER,P7DISTRA,P7ELECT,P7INDGRT,P7JEOINV,P7LIQUID,P7ORGGRT,P7OTHPUR,P7PAYGVT,P7POFCLM,P7POLIT,P7PROPAG,P7UNDINC,PMSA,RANDNUM,RECCODE,RULEDATE,SEC_NAME,SOURCE,STATE,STYEAR,SUBSECCD,TAXPER,TFLD,VALIDATION_STATE,ZIP,ZIP5
1287,113630680,6,0.0,0.0,0.0,1103 45TH AVE,3.0,5.0,360810001001002.0,36081000100.0,LONG IS CITY,10.0,DAVID DORSKY,1.0,1,36081.0,2014,3.0,1.0,4.0,40.749,PF,O,AR,A,-73.9544,A,,5602.0,712110.0,DORSKY GALLERY CURATORIAL PROGRAMS,113630680201406,1136306802014,A,A50,,A50,A,A51,BEST,AR,AR,AR,1.0,IN,,2197.0,44611.0,0.0,0.0,0,1,0,0,0,0,0,0,1465,2138,18918,20085,0,0,0,0,2197,3207,1561,3275,0,0,0,0,184690,173076,244384,325187,0,1,42606,0,10240,0,927337,0,0,0,0,0,248524,184690.0,0,0,37266,0,0.0,0,22,0.0,22.0,3019.0,7370.0,22.0,0,0.0,7348,4351.0,278420,184690.0,0.0,248524,285790,130.0,0,0,624639.0,0.0,0,0.0,0.0,624639,0,40254.0,624639,584385.0,Y,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.4604052234638457,Y,200204.0,,15eofinextract990pf.dat,NY,2013,3,201406,0,0.0,11101-5109,11101.0
1386,113817054,12,0.0,0.0,0.0,C/O FRADD 111 W 110TH STREET,3.0,6.0,,,NEW YORK,10.0,FRADD,1.0,1,36061.0,2014,4.0,1.0,8.0,40.7971,PF,S,AR,A,-73.9496,A,,5602.0,611610.0,NEWBURGH INSTITUTE FOR THE ARTS AND IDEAS,113817054201412,1138170542014,A,A25,,A25,A,T20,BEST,AR,AR,AR,1.0,IN,,30584.0,620997.0,30460.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8684,0.0,22000,0,-120495,0,0.0,0,6185,0.0,6185.0,6185.0,6185.0,6185.0,-95996,0.0,0,0.0,0,22000.0,0.0,30684,-89811,37957.0,0,522570,707319.0,0.0,0,146792.0,0.0,707319,522570,39500.0,707319,667819.0,N,0,N,124,124.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.07799704416026931,N,200801.0,,15eofinextract990pf.dat,NY,2014,3,201412,124,0.0,10026-0000,10026.0
1466,116036776,3,60.0,91.0,0.0,380 WEST BROADWAY,3.0,6.0,360610047001002.0,36061004700.0,NEW YORK,10.0,,1.0,1,36061.0,2015,3.0,1.0,3.0,40.7237,PF,O,AR,A,-74.0028,A,,5602.0,813920.0,ANONYMOUS ARTS RECOVERY SOCIETY INCORPORATED,116036776201503,1160367762015,A,A03,,A03,A,,BEST,AR,AR,AR,1.0,IN,,1519.0,30850.0,0.0,0.0,0,1,0,0,0,0,0,0,1013,1090,1012,1497,0,0,0,0,1,0,0,0,0,0,0,0,10418,16094,7726,15334,0,1,4612,0,1,0,49572,0,0,0,0,0,12632,10168.0,250,0,15245,0,0.0,0,0,59.0,0.0,0.0,0.0,0.0,0,0.0,0,2260.0,28127,10418.0,59.0,12882,28127,31079.0,0,0,971416.0,0.0,0,0.0,0.0,971416,0,6558.0,971416,964858.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.08441513534785827,Y,196311.0,,15eofinextract990pf.dat,NY,2014,3,201503,0,0.0,10012-5115,10012.0
1662,116588142,12,0.0,0.0,0.0,188 SULLIVAN STREET,3.0,5.0,360610065003003.0,36061006500.0,NEW YORK,10.0,DAY BERRY & HOWARD LLP,1.0,1,36061.0,2014,4.0,1.0,4.0,40.7285,PF,S,AR,A,-74.0008,A,,5602.0,711130.0,SPIRALIS MUSIC TR CHOU WEN CHUNG TTEE,116588142201412,1165881422014,A,A68,,A68,A,T20,BEST,AR,AR,AR,2.0,IN,,41242.0,837403.0,40767.0,0.0,0,0,0,0,0,0,0,0,27495,27665,26973,26992,0,0,0,0,15258,11907,40346,14326,0,0,0,0,43485,39727,16974,31721,0,0,109125,0,81837,0,131907,0,0,0,0,0,72135,43485.0,10000,23573,-25863,0,0.0,0,0,8315.0,55772.0,15258.0,23573.0,47457.0,32199,0.0,0,8315.0,500,43485.0,8315.0,82135,56272,10305.0,339237,253934,821625.0,0.0,0,0.0,0.0,821625,593171,153973.0,659801,505828.0,Y,0,N,475,475.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,5600.0,0.2146974344062289,N,200401.0,CHOU WEN-CHUNG TTEE,15eofinextract990pf.dat,NY,2014,3,201412,475,0.0,10012-2692,10012.0
1721,131656673,12,119.0,59.0,40.0,75 VARICK STREET 11TH FLOOR,3.0,8.0,360610037003014.0,36061003700.0,NEW YORK,20.0,,1.0,1,36061.0,2014,3.0,1.0,7.0,40.722653,PF,O,AR,A,-74.006417,A,,5602.0,710000.0,NATIONAL SCULPTURE SOCIETY,131656673201412,1316566732014,A,A40,,A40,A,,BEST,AR,AR,AR,1.0,IN,,646210.0,13121021.0,0.0,0.0,0,1,0,0,0,0,0,0,430807,376289,322889,323785,0,0,0,0,185015,113157,107380,134749,0,0,0,0,410045,284755,226855,243195,0,1,1453770,0,540301,0,1164850,0,0,0,0,0,669885,363395.0,46650,179979,962720,0,0.0,0,61,43123.0,729547.0,185015.0,477089.0,686424.0,549507,81076.0,297049,292074.0,652659,410045.0,43123.0,716535,1679255,39194.0,2850827,4555797,13289813.0,1929487.0,837516,0.0,0.0,13289813,8244140,84855.0,13289813,13204958.0,Y,15000,N,6864,6864.0,0.0,8136.0,0,0,8136,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.5288179407970605,Y,193901.0,,15eofinextract990pf.dat,NY,2014,3,201412,-8136,0.0,10013-1917,10013.0
1754,131873289,12,119.0,0.0,0.0,501 5TH AVE RM 801,3.0,6.0,,,NEW YORK,10.0,,1.0,1,36061.0,2014,4.0,1.0,5.0,40.7535,PF,S,AR,A,-73.9809,A,,5602.0,711130.0,BAGBY FOUNDATION FOR THE MUSICAL ARTS INC,131873289201412,1318732892014,A,A68,,A68,A,A50Z,BEST,AR,AR,AR,1.0,IN,,102026.0,2071586.0,99792.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98046,86209.0,73132,43989,82191,0,0.0,0,1,10837.0,234279.0,57248.0,57248.0,223442.0,190289,45414.0,0,0.0,19090,159341.0,10837.0,171178,253369,16381.0,179028,1398811,2043886.0,0.0,116351,0.0,0.0,2043886,1694190,2255.0,1802954,1800699.0,Y,1081,N,2234,2234.0,0.0,572.0,1725,0,572,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.7424028965787263,N,194211.0,,15eofinextract990pf.dat,NY,2014,3,201412,-572,0.0,10017-6107,10017.0
1764,131926551,12,119.0,0.0,0.0,145 E 48TH ST APT 26C,3.0,8.0,360610092001013.0,36061009200.0,NEW YORK,10.0,JOAN FINKELSTEIN,1.0,1,36061.0,2014,4.0,1.0,7.0,40.7551,PF,S,AR,A,-73.9731,A,,5602.0,711120.0,HARKNESS FOUNDATION FOR DANCE INC,131926551201412,1319265512014,A,A62,,A62,A,,BEST,AR,AR,AR,1.0,IN,,612400.0,12434515.0,590065.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440803,206402.0,793468,324036,91649,0,0.0,0,0,209166.0,1325920.0,0.0,0.0,1116754.0,1001884,127425.0,0,0.0,0,999870.0,209166.0,1234271,1325920,19907.0,0,11581774,12303089.0,0.0,0,0.0,0.0,12303089,11581774,25785.0,12303089,12277304.0,N,13431,N,22335,22335.0,0.0,1096.0,10000,0,1096,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.5481075918861127,N,197903.0,,15eofinextract990pf.dat,NY,2014,3,201412,-1096,0.0,10017-1259,10017.0
1775,131966496,12,119.0,561.0,0.0,31 EAST 32ND ST 7TH FLR,3.0,7.0,360610074002001.0,36061007400.0,NEW YORK,10.0,,1.0,1,36061.0,2014,3.0,1.0,6.0,40.746505,PF,S,ZA,A,-73.98379200000001,A,,5602.0,813219.0,AUTHORS LEAGUE FUND ESTABLISHED BY THE AUTHORS LEAGUE OF AMERICA INC,131966496201412,1319664962014,A,A117,,A1170,A,T23,NEW,AR,AR,AR,1.0,IN,,361326.0,7336574.0,359375.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,194435,145843.0,264251,166611,-27726,0,0.0,0,0,19581.0,214663.0,0.0,0.0,195082.0,48052,34000.0,0,0.0,216297,400240.0,19581.0,458686,430960,15371.0,1984583,5423409,7471231.0,0.0,0,0.0,0.0,7471231,7407992,37913.0,7471231,7433318.0,Y,2400,N,1951,1951.0,0.0,0.0,0,11,460,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.20333260504820616,Y,193603.0,,15eofinextract990pf.dat,NY,2014,3,201412,-438,0.0,11201-1016,10016.0
1804,132621140,12,,,,NEUBERGER BERMAN LLC605 3RD AVENUE,,,360610146022000.0,36061014602.0,NEW YORK,10.0,,,1,36061.0,2014,4.0,,,40.7795,PF,S,AR,A,-73.9535,A,,5602.0,711130.0,VIOLA W BERNARD FOUNDATION INC,132621140201412,1326211402014,A,A68,,A68,A,,BEST,AR,AR,AR,,IN,,261571.0,5311090.0,252858.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113475,22573.0,363903,69824,28789,0,0.0,0,0,70531.0,506167.0,0.0,0.0,435636.0,436343,10000.0,0,0.0,0,386476.0,70531.0,477378,506167,0.0,0,2975778,4921708.0,0.0,0,0.0,0.0,4921708,2975778,1.0,3692457,3692457.0,N,10160,N,8713,8713.0,0.0,1447.0,0,0,1447,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.9552186611966516,N,196812.0,,15eofinextract990pf.dat,NY,2014,3,201412,-1447,0.0,,10158.0
1821,132667790,6,59.0,0.0,0.0,336 CENTRAL PARK W APT 17A,3.0,5.0,360610177007000.0,36061017700.0,NEW YORK,10.0,T THARP,1.0,1,36061.0,2014,4.0,1.0,6.0,40.7901,PF,S,AR,A,-73.96600000000001,A,,5602.0,711120.0,TWYLA THARP DANCE FOUNDATION,132667790201406,1326677902014,A,A62,,A62,A,A62Z,NEW,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,332457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,8247,30392,0,332457,0,0,0,0,41089,0,0,0,0,0,103794,0.0,0,0,22270,0,0.0,0,283,0.0,283.0,283.0,283.0,283.0,0,0.0,16800,0.0,108981,0.0,0.0,103794,126064,49518.0,0,0,332457.0,0.0,0,0.0,0.0,332457,0,4237.0,332457,328220.0,N,0,N,6,6.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.7298558514584398,N,197102.0,,15eofinextract990pf.dat,NY,2013,3,201406,6,0.0,10025-7127,10025.0
